shipment_id,order_id,origin_warehouse_id,destination_city,destination_country,carrier,mode,status,shipped_at,estimated_delivery_at,actual_delivery_at,delay_hours,is_delayed
SHP-000140,ORD-000140,WH-EU-001,USA,USA,Cosco Shipping,Air Freight,DELIVERED,2026-08-10 18:00:44.489038,2026-08-15 18:00:44.489038,2026-08-15 18:00:44.489038,0,False
SHP-000141,ORD-000141,WH-AP-003,Switzerland,Switzerland,FedEx Express Air,Road Truckload,DELIVERED,2026-08-14 03:00:44.489038,2026-08-20 03:00:44.489038,2026-08-22 03:00:44.489038,48,True
SHP-000142,ORD-000142,WH-AP-003,UK,UK,FedEx Express Air,Sea Freight,DELIVERED,2026-07-29 14:00:44.489038,2026-08-05 14:00:44.489038,2026-08-05 14:00:44.489038,0,False
SHP-000143,ORD-000143,WH-AP-003,Japan,Japan,DB Schenker,Sea Freight,DELIVERED,2026-07-14 02:00:44.489038,2026-07-23 02:00:44.489038,2026-07-23 02:00:44.489038,0,False
SHP-000144,ORD-000144,WH-AP-001,Switzerland,Switzerland,UPS Supply Chain,Rail Express,DELIVERED,2026-08-02 09:00:44.489038,2026-08-09 09:00:44.489038,2026-08-09 21:00:44.489038,12,True
SHP-000145,ORD-000145,WH-AP-003,Switzerland,Switzerland,DHL Supply Chain,Rail Express,IN_TRANSIT,2026-08-04 23:00:44.489038,2026-08-08 23:00:44.489038,,0,False
SHP-000146,ORD-000146,WH-ME-001,USA,USA,Maersk Ocean,Road Truckload,CUSTOMS_HOLD,2026-07-19 07:00:44.489038,2026-07-22 07:00:44.489038,,0,False
SHP-000147,ORD-000147,WH-SA-001,Japan,Japan,Kuehne + Nagel,Sea Freight,DELIVERED,2026-07-13 12:00:44.489038,2026-07-18 12:00:44.489038,2026-07-18 12:00:44.489038,0,False
SHP-000148,ORD-000148,WH-AU-001,USA,USA,Maersk Ocean,Sea Freight,DELIVERED,2026-07-27 17:00:44.489038,2026-08-01 17:00:44.489038,2026-08-02 17:00:44.489038,24,True
SHP-000149,ORD-000149,WH-AU-001,USA,USA,Maersk Ocean,Sea Freight,DELIVERED,2026-08-08 03:00:44.489038,2026-08-14 03:00:44.489038,2026-08-15 03:00:44.489038,24,True
SHP-000150,ORD-000150,WH-ME-001,Taiwan,Taiwan,UPS Supply Chain,Air Freight,DELIVERED,2026-08-04 02:00:44.489038,2026-08-09 02:00:44.489038,2026-08-09 02:00:44.489038,0,False
SHP-000151,ORD-000151,WH-AP-002,USA,USA,Kuehne + Nagel,Sea Freight,DELIVERED,2026-07-24 00:00:44.489038,2026-07-27 00:00:44.489038,2026-07-29 00:00:44.489038,48,True
SHP-000152,ORD-000152,WH-ME-001,Japan,Japan,Kuehne + Nagel,Road Truckload,DELAYED,2026-08-11 14:00:44.489038,2026-08-20 14:00:44.489038,,0,False
SHP-000153,ORD-000153,WH-US-001,Taiwan,Taiwan,FedEx Express Air,Road Truckload,DELIVERED,2026-07-16 07:00:44.489038,2026-07-20 07:00:44.489038,2026-07-20 07:00:44.489038,0,False
SHP-000154,ORD-000154,WH-AP-002,Australia,Australia,DB Schenker,Air Freight,DELIVERED,2026-08-05 21:00:44.489038,2026-08-10 21:00:44.489038,2026-08-10 21:00:44.489038,0,False
SHP-000155,ORD-000155,WH-US-001,Switzerland,Switzerland,FedEx Express Air,Air Freight,DELIVERED,2026-08-06 09:00:44.489038,2026-08-12 09:00:44.489038,2026-08-13 09:00:44.489038,24,True
SHP-000156,ORD-000156,WH-AU-001,Switzerland,Switzerland,DHL Supply Chain,Air Freight,DELIVERED,2026-07-31 05:00:44.489038,2026-08-10 05:00:44.489038,2026-08-12 05:00:44.489038,48,True
SHP-000157,ORD-000157,WH-AP-001,UK,UK,UPS Supply Chain,Rail Express,DELIVERED,2026-07-07 19:00:44.489038,2026-07-16 19:00:44.489038,2026-07-17 07:00:44.489038,12,True
SHP-000158,ORD-000158,WH-AP-002,USA,USA,Cosco Shipping,Air Freight,CUSTOMS_HOLD,2026-08-04 13:00:44.489038,2026-08-11 13:00:44.489038,,0,False
SHP-000159,ORD-000159,WH-US-002,Germany,Germany,FedEx Express Air,Rail Express,DELIVERED,2026-07-26 11:00:44.489038,2026-07-29 11:00:44.489038,2026-07-30 11:00:44.489038,24,True
SHP-000160,ORD-000160,WH-AP-003,USA,USA,Cosco Shipping,Air Freight,IN_TRANSIT,2026-07-12 13:00:44.489038,2026-07-22 13:00:44.489038,,0,False
SHP-000161,ORD-000161,WH-US-001,USA,USA,DB Schenker,Air Freight,DELAYED,2026-07-04 02:00:44.489038,2026-07-10 02:00:44.489038,,0,False
SHP-000162,ORD-000162,WH-AP-003,USA,USA,Maersk Ocean,Rail Express,DELIVERED,2026-08-09 08:00:44.489038,2026-08-15 08:00:44.489038,2026-08-16 08:00:44.489038,24,True
SHP-000163,ORD-000163,WH-AP-002,Taiwan,Taiwan,Maersk Ocean,Sea Freight,DELAYED,2026-07-26 14:00:44.489038,2026-07-30 14:00:44.489038,,0,False
SHP-000164,ORD-000164,WH-US-002,Switzerland,Switzerland,Cosco Shipping,Road Truckload,DELIVERED,2026-08-02 16:00:44.489038,2026-08-07 16:00:44.489038,2026-08-07 16:00:44.489038,0,False
SHP-000165,ORD-000165,WH-AU-001,Switzerland,Switzerland,UPS Supply Chain,Road Truckload,DELIVERED,2026-07-14 11:00:44.489038,2026-07-17 11:00:44.489038,2026-07-19 11:00:44.489038,48,True
SHP-000166,ORD-000166,WH-US-001,USA,USA,Kuehne + Nagel,Air Freight,DELIVERED,2026-07-17 11:00:44.489038,2026-07-23 11:00:44.489038,2026-07-25 11:00:44.489038,48,True
SHP-000167,ORD-000167,WH-AP-003,USA,USA,UPS Supply Chain,Air Freight,DELIVERED,2026-07-22 16:00:44.489038,2026-07-31 16:00:44.489038,2026-07-31 16:00:44.489038,0,False
SHP-000168,ORD-000168,WH-US-002,USA,USA,Cosco Shipping,Road Truckload,DELAYED,2026-07-11 10:00:44.489038,2026-07-17 10:00:44.489038,,0,False
SHP-000169,ORD-000169,WH-US-002,Japan,Japan,FedEx Express Air,Sea Freight,DELIVERED,2026-08-06 14:00:44.489038,2026-08-14 14:00:44.489038,2026-08-14 14:00:44.489038,0,False
SHP-000170,ORD-000170,WH-EU-001,UK,UK,DB Schenker,Rail Express,IN_TRANSIT,2026-08-05 21:00:44.489038,2026-08-15 21:00:44.489038,,0,False
SHP-000171,ORD-000171,WH-EU-002,Japan,Japan,Maersk Ocean,Road Truckload,DELAYED,2026-08-03 16:00:44.489038,2026-08-06 16:00:44.489038,,0,False
SHP-000172,ORD-000172,WH-EU-001,Japan,Japan,FedEx Express Air,Rail Express,DELIVERED,2026-07-17 05:00:44.489038,2026-07-25 05:00:44.489038,2026-07-27 05:00:44.489038,48,True
SHP-000173,ORD-000173,WH-US-002,Japan,Japan,FedEx Express Air,Air Freight,DELAYED,2026-08-04 16:00:44.489038,2026-08-13 16:00:44.489038,,0,False
SHP-000174,ORD-000174,WH-EU-001,Germany,Germany,DB Schenker,Sea Freight,DELIVERED,2026-07-04 22:00:44.489038,2026-07-09 22:00:44.489038,2026-07-11 22:00:44.489038,48,True
SHP-000175,ORD-000175,WH-US-001,USA,USA,DB Schenker,Air Freight,DELIVERED,2026-07-09 19:00:44.489038,2026-07-18 19:00:44.489038,2026-07-19 19:00:44.489038,24,True
SHP-000176,ORD-000176,WH-AP-001,Japan,Japan,Kuehne + Nagel,Sea Freight,DELIVERED,2026-07-24 05:00:44.489038,2026-07-27 05:00:44.489038,2026-07-27 05:00:44.489038,0,False
SHP-000177,ORD-000177,WH-US-001,Germany,Germany,Maersk Ocean,Road Truckload,DELIVERED,2026-08-07 14:00:44.489038,2026-08-14 14:00:44.489038,2026-08-15 14:00:44.489038,24,True
SHP-000178,ORD-000178,WH-US-001,UK,UK,DHL Supply Chain,Air Freight,DELIVERED,2026-07-16 23:00:44.489038,2026-07-23 23:00:44.489038,2026-07-24 23:00:44.489038,24,True
SHP-000179,ORD-000179,WH-US-002,Japan,Japan,FedEx Express Air,Air Freight,DELIVERED,2026-07-19 13:00:44.489038,2026-07-27 13:00:44.489038,2026-07-28 13:00:44.489038,24,True
SHP-000180,ORD-000180,WH-AU-001,Switzerland,Switzerland,Cosco Shipping,Air Freight,DELIVERED,2026-07-03 23:00:44.489038,2026-07-13 23:00:44.489038,2026-07-14 23:00:44.489038,24,True
SHP-000181,ORD-000181,WH-AP-003,Germany,Germany,FedEx Express Air,Air Freight,DELIVERED,2026-07-26 01:00:44.489038,2026-07-31 01:00:44.489038,2026-08-01 01:00:44.489038,24,True
SHP-000182,ORD-000182,WH-SA-001,Switzerland,Switzerland,DB Schenker,Sea Freight,DELIVERED,2026-07-30 00:00:44.489038,2026-08-04 00:00:44.489038,2026-08-05 00:00:44.489038,24,True
SHP-000183,ORD-000183,WH-AU-001,UK,UK,FedEx Express Air,Sea Freight,DELIVERED,2026-08-10 16:00:44.489038,2026-08-17 16:00:44.489038,2026-08-17 16:00:44.489038,0,False
SHP-000184,ORD-000184,WH-ME-001,USA,USA,Cosco Shipping,Air Freight,CUSTOMS_HOLD,2026-07-26 02:00:44.489038,2026-08-05 02:00:44.489038,,0,False
SHP-000185,ORD-000185,WH-AP-002,Japan,Japan,Kuehne + Nagel,Sea Freight,DELIVERED,2026-07-10 23:00:44.489038,2026-07-19 23:00:44.489038,2026-07-20 11:00:44.489038,12,True
SHP-000186,ORD-000186,WH-AP-002,Australia,Australia,DB Schenker,Sea Freight,DELIVERED,2026-07-25 08:00:44.489038,2026-08-01 08:00:44.489038,2026-08-02 08:00:44.489038,24,True
SHP-000187,ORD-000187,WH-AU-001,Switzerland,Switzerland,DB Schenker,Road Truckload,DELIVERED,2026-07-05 00:00:44.489038,2026-07-13 00:00:44.489038,2026-07-15 00:00:44.489038,48,True
SHP-000188,ORD-000188,WH-AP-001,Japan,Japan,Maersk Ocean,Air Freight,IN_TRANSIT,2026-07-19 08:00:44.489038,2026-07-25 08:00:44.489038,,0,False
SHP-000189,ORD-000189,WH-EU-001,USA,USA,UPS Supply Chain,Sea Freight,IN_TRANSIT,2026-07-28 15:00:44.489038,2026-08-03 15:00:44.489038,,0,False
SHP-000190,ORD-000190,WH-EU-001,USA,USA,Maersk Ocean,Air Freight,DELAYED,2026-07-02 15:00:44.489038,2026-07-06 15:00:44.489038,,0,False
SHP-000191,ORD-000191,WH-EU-002,UK,UK,DHL Supply Chain,Sea Freight,DELIVERED,2026-08-13 12:00:44.489038,2026-08-16 12:00:44.489038,2026-08-16 12:00:44.489038,0,False
SHP-000192,ORD-000192,WH-AP-001,Taiwan,Taiwan,Kuehne + Nagel,Rail Express,DELIVERED,2026-07-12 14:00:44.489038,2026-07-19 14:00:44.489038,2026-07-19 14:00:44.489038,0,False
SHP-000193,ORD-000193,WH-EU-001,Taiwan,Taiwan,DHL Supply Chain,Rail Express,CUSTOMS_HOLD,2026-08-14 23:00:44.489038,2026-08-21 23:00:44.489038,,0,False
SHP-000194,ORD-000194,WH-US-002,USA,USA,DB Schenker,Air Freight,DELIVERED,2026-08-10 04:00:44.489038,2026-08-15 04:00:44.489038,2026-08-15 16:00:44.489038,12,True
SHP-000195,ORD-000195,WH-ME-001,USA,USA,UPS Supply Chain,Air Freight,DELAYED,2026-08-13 20:00:44.489038,2026-08-21 20:00:44.489038,,0,False
SHP-000196,ORD-000196,WH-AU-001,USA,USA,Maersk Ocean,Road Truckload,DELIVERED,2026-07-09 06:00:44.489038,2026-07-13 06:00:44.489038,2026-07-13 06:00:44.489038,0,False
SHP-000197,ORD-000197,WH-US-001,Switzerland,Switzerland,DHL Supply Chain,Road Truckload,IN_TRANSIT,2026-07-25 00:00:44.489038,2026-08-03 00:00:44.489038,,0,False
SHP-000198,ORD-000198,WH-US-002,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-07-22 06:00:44.489038,2026-07-27 06:00:44.489038,2026-07-28 06:00:44.489038,24,True
SHP-000199,ORD-000199,WH-ME-001,USA,USA,DHL Supply Chain,Air Freight,DELIVERED,2026-07-10 11:00:44.489038,2026-07-17 11:00:44.489038,2026-07-17 11:00:44.489038,0,False
SHP-000200,ORD-000200,WH-EU-001,Switzerland,Switzerland,DB Schenker,Sea Freight,DELIVERED,2026-07-01 01:00:44.489038,2026-07-08 01:00:44.489038,2026-07-08 01:00:44.489038,0,False
SHP-000201,ORD-000201,WH-SA-001,USA,USA,Maersk Ocean,Road Truckload,IN_TRANSIT,2026-07-17 20:00:44.489038,2026-07-20 20:00:44.489038,,0,False
SHP-000202,ORD-000202,WH-AU-001,Australia,Australia,FedEx Express Air,Air Freight,DELIVERED,2026-08-05 14:00:44.489038,2026-08-15 14:00:44.489038,2026-08-15 14:00:44.489038,0,False
SHP-000203,ORD-000203,WH-AP-003,USA,USA,Kuehne + Nagel,Sea Freight,DELIVERED,2026-08-08 04:00:44.489038,2026-08-14 04:00:44.489038,2026-08-14 04:00:44.489038,0,False
SHP-000204,ORD-000204,WH-AP-002,Japan,Japan,UPS Supply Chain,Air Freight,DELIVERED,2026-08-08 18:00:44.489038,2026-08-11 18:00:44.489038,2026-08-11 18:00:44.489038,0,False
SHP-000205,ORD-000205,WH-AP-001,Australia,Australia,Maersk Ocean,Road Truckload,DELAYED,2026-07-05 04:00:44.489038,2026-07-12 04:00:44.489038,,0,False
SHP-000206,ORD-000206,WH-ME-001,Australia,Australia,UPS Supply Chain,Sea Freight,DELIVERED,2026-07-17 14:00:44.489038,2026-07-21 14:00:44.489038,2026-07-22 02:00:44.489038,12,True
SHP-000207,ORD-000207,WH-AP-002,Taiwan,Taiwan,DB Schenker,Sea Freight,IN_TRANSIT,2026-08-12 19:00:44.489038,2026-08-19 19:00:44.489038,,0,False
SHP-000208,ORD-000208,WH-SA-001,USA,USA,DB Schenker,Air Freight,DELAYED,2026-07-16 14:00:44.489038,2026-07-26 14:00:44.489038,,0,False
SHP-000209,ORD-000209,WH-US-002,Taiwan,Taiwan,Maersk Ocean,Air Freight,CUSTOMS_HOLD,2026-07-12 11:00:44.489038,2026-07-15 11:00:44.489038,,0,False
SHP-000210,ORD-000210,WH-AP-002,USA,USA,DHL Supply Chain,Rail Express,DELIVERED,2026-07-24 05:00:44.489038,2026-07-28 05:00:44.489038,2026-07-28 05:00:44.489038,0,False
SHP-000211,ORD-000211,WH-EU-001,Japan,Japan,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-08-08 09:00:44.489038,2026-08-11 09:00:44.489038,,0,False
SHP-000212,ORD-000212,WH-AU-001,Taiwan,Taiwan,Cosco Shipping,Sea Freight,IN_TRANSIT,2026-07-05 06:00:44.489038,2026-07-09 06:00:44.489038,,0,False
SHP-000213,ORD-000213,WH-SA-001,Japan,Japan,UPS Supply Chain,Road Truckload,DELIVERED,2026-07-09 14:00:44.489038,2026-07-12 14:00:44.489038,2026-07-12 14:00:44.489038,0,False
SHP-000214,ORD-000214,WH-AP-002,USA,USA,Cosco Shipping,Sea Freight,DELIVERED,2026-08-01 17:00:44.489038,2026-08-07 17:00:44.489038,2026-08-08 17:00:44.489038,24,True
SHP-000215,ORD-000215,WH-AP-003,USA,USA,DHL Supply Chain,Road Truckload,DELIVERED,2026-08-13 21:00:44.489038,2026-08-20 21:00:44.489038,2026-08-20 21:00:44.489038,0,False
SHP-000216,ORD-000216,WH-US-002,USA,USA,FedEx Express Air,Sea Freight,DELAYED,2026-07-19 00:00:44.489038,2026-07-27 00:00:44.489038,,0,False
SHP-000217,ORD-000217,WH-EU-002,USA,USA,FedEx Express Air,Air Freight,DELIVERED,2026-08-01 12:00:44.489038,2026-08-11 12:00:44.489038,2026-08-11 12:00:44.489038,0,False
SHP-000218,ORD-000218,WH-SA-001,Taiwan,Taiwan,FedEx Express Air,Road Truckload,IN_TRANSIT,2026-07-21 22:00:44.489038,2026-07-24 22:00:44.489038,,0,False
SHP-000219,ORD-000219,WH-SA-001,USA,USA,Maersk Ocean,Rail Express,DELIVERED,2026-07-29 16:00:44.489038,2026-08-04 16:00:44.489038,2026-08-06 16:00:44.489038,48,True
SHP-000220,ORD-000220,WH-US-001,USA,USA,DB Schenker,Road Truckload,DELIVERED,2026-07-30 13:00:44.489038,2026-08-09 13:00:44.489038,2026-08-09 13:00:44.489038,0,False
SHP-000221,ORD-000221,WH-ME-001,Germany,Germany,DHL Supply Chain,Road Truckload,IN_TRANSIT,2026-07-31 07:00:44.489038,2026-08-07 07:00:44.489038,,0,False
SHP-000222,ORD-000222,WH-AP-003,Australia,Australia,DHL Supply Chain,Sea Freight,DELIVERED,2026-07-03 10:00:44.489038,2026-07-07 10:00:44.489038,2026-07-07 10:00:44.489038,0,False
SHP-000223,ORD-000223,WH-EU-002,UK,UK,Kuehne + Nagel,Road Truckload,DELIVERED,2026-07-25 09:00:44.489038,2026-08-01 09:00:44.489038,2026-08-01 09:00:44.489038,0,False
SHP-000224,ORD-000224,WH-ME-001,Australia,Australia,Maersk Ocean,Rail Express,CUSTOMS_HOLD,2026-08-02 16:00:44.489038,2026-08-11 16:00:44.489038,,0,False
SHP-000225,ORD-000225,WH-US-001,USA,USA,Kuehne + Nagel,Sea Freight,IN_TRANSIT,2026-07-26 09:00:44.489038,2026-08-01 09:00:44.489038,,0,False
SHP-000226,ORD-000226,WH-ME-001,Australia,Australia,FedEx Express Air,Sea Freight,IN_TRANSIT,2026-07-18 08:00:44.489038,2026-07-22 08:00:44.489038,,0,False
SHP-000227,ORD-000227,WH-AU-001,USA,USA,Maersk Ocean,Air Freight,DELIVERED,2026-08-07 08:00:44.489038,2026-08-10 08:00:44.489038,2026-08-11 08:00:44.489038,24,True
SHP-000228,ORD-000228,WH-AU-001,Switzerland,Switzerland,Maersk Ocean,Air Freight,DELIVERED,2026-08-06 20:00:44.489038,2026-08-11 20:00:44.489038,2026-08-11 20:00:44.489038,0,False
SHP-000229,ORD-000229,WH-SA-001,Japan,Japan,Kuehne + Nagel,Air Freight,IN_TRANSIT,2026-07-11 20:00:44.489038,2026-07-16 20:00:44.489038,,0,False
SHP-000230,ORD-000230,WH-AP-001,Taiwan,Taiwan,DB Schenker,Rail Express,DELIVERED,2026-07-29 19:00:44.489038,2026-08-08 19:00:44.489038,2026-08-08 19:00:44.489038,0,False
SHP-000231,ORD-000231,WH-EU-001,Japan,Japan,Kuehne + Nagel,Air Freight,DELIVERED,2026-07-15 10:00:44.489038,2026-07-22 10:00:44.489038,2026-07-22 10:00:44.489038,0,False
SHP-000232,ORD-000232,WH-ME-001,Japan,Japan,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-07-29 16:00:44.489038,2026-08-08 16:00:44.489038,,0,False
SHP-000233,ORD-000233,WH-US-001,USA,USA,DB Schenker,Sea Freight,DELIVERED,2026-07-30 12:00:44.489038,2026-08-09 12:00:44.489038,2026-08-10 00:00:44.489038,12,True
SHP-000234,ORD-000234,WH-EU-002,Germany,Germany,FedEx Express Air,Air Freight,DELAYED,2026-07-05 14:00:44.489038,2026-07-08 14:00:44.489038,,0,False
SHP-000235,ORD-000235,WH-US-001,USA,USA,Maersk Ocean,Road Truckload,DELIVERED,2026-07-14 18:00:44.489038,2026-07-19 18:00:44.489038,2026-07-21 18:00:44.489038,48,True
SHP-000236,ORD-000236,WH-SA-001,Switzerland,Switzerland,DHL Supply Chain,Rail Express,IN_TRANSIT,2026-07-24 12:00:44.489038,2026-08-03 12:00:44.489038,,0,False
SHP-000237,ORD-000237,WH-ME-001,Switzerland,Switzerland,Maersk Ocean,Rail Express,IN_TRANSIT,2026-07-12 03:00:44.489038,2026-07-21 03:00:44.489038,,0,False
SHP-000238,ORD-000238,WH-US-001,Germany,Germany,DHL Supply Chain,Sea Freight,DELIVERED,2026-07-06 20:00:44.489038,2026-07-13 20:00:44.489038,2026-07-13 20:00:44.489038,0,False
SHP-000239,ORD-000239,WH-AP-002,Taiwan,Taiwan,DHL Supply Chain,Rail Express,DELIVERED,2026-08-07 05:00:44.489038,2026-08-16 05:00:44.489038,2026-08-18 05:00:44.489038,48,True
SHP-000240,ORD-000240,WH-US-001,Japan,Japan,DB Schenker,Road Truckload,DELAYED,2026-07-31 08:00:44.489038,2026-08-07 08:00:44.489038,,0,False
SHP-000241,ORD-000241,WH-AP-003,USA,USA,UPS Supply Chain,Road Truckload,DELIVERED,2026-07-30 17:00:44.489038,2026-08-05 17:00:44.489038,2026-08-05 17:00:44.489038,0,False
SHP-000242,ORD-000242,WH-ME-001,Switzerland,Switzerland,UPS Supply Chain,Sea Freight,IN_TRANSIT,2026-08-11 17:00:44.489038,2026-08-14 17:00:44.489038,,0,False
SHP-000243,ORD-000243,WH-AP-003,Switzerland,Switzerland,DB Schenker,Sea Freight,DELIVERED,2026-08-12 08:00:44.489038,2026-08-22 08:00:44.489038,2026-08-23 08:00:44.489038,24,True
SHP-000244,ORD-000244,WH-EU-002,USA,USA,DHL Supply Chain,Rail Express,DELIVERED,2026-07-12 00:00:44.489038,2026-07-15 00:00:44.489038,2026-07-17 00:00:44.489038,48,True
SHP-000245,ORD-000245,WH-ME-001,Taiwan,Taiwan,DB Schenker,Sea Freight,CUSTOMS_HOLD,2026-07-17 16:00:44.489038,2026-07-21 16:00:44.489038,,0,False
SHP-000246,ORD-000246,WH-SA-001,Australia,Australia,DHL Supply Chain,Air Freight,IN_TRANSIT,2026-08-10 10:00:44.489038,2026-08-15 10:00:44.489038,,0,False
SHP-000247,ORD-000247,WH-SA-001,USA,USA,FedEx Express Air,Rail Express,DELAYED,2026-07-02 00:00:44.489038,2026-07-12 00:00:44.489038,,0,False
SHP-000248,ORD-000248,WH-AP-001,USA,USA,UPS Supply Chain,Air Freight,IN_TRANSIT,2026-07-22 02:00:44.489038,2026-07-28 02:00:44.489038,,0,False
SHP-000249,ORD-000249,WH-SA-001,USA,USA,DHL Supply Chain,Air Freight,DELIVERED,2026-07-20 04:00:44.489038,2026-07-23 04:00:44.489038,2026-07-23 04:00:44.489038,0,False
SHP-000250,ORD-000250,WH-US-002,Germany,Germany,Kuehne + Nagel,Air Freight,IN_TRANSIT,2026-07-07 18:00:44.489038,2026-07-11 18:00:44.489038,,0,False
SHP-000251,ORD-000251,WH-AP-001,USA,USA,Cosco Shipping,Rail Express,IN_TRANSIT,2026-07-11 12:00:44.489038,2026-07-18 12:00:44.489038,,0,False
SHP-000252,ORD-000252,WH-AP-001,Germany,Germany,Cosco Shipping,Rail Express,DELIVERED,2026-07-18 03:00:44.489038,2026-07-24 03:00:44.489038,2026-07-24 03:00:44.489038,0,False
SHP-000253,ORD-000253,WH-ME-001,Japan,Japan,FedEx Express Air,Rail Express,IN_TRANSIT,2026-08-05 18:00:44.489038,2026-08-12 18:00:44.489038,,0,False
SHP-000254,ORD-000254,WH-US-001,UK,UK,UPS Supply Chain,Sea Freight,DELIVERED,2026-07-31 06:00:44.489038,2026-08-08 06:00:44.489038,2026-08-08 06:00:44.489038,0,False
SHP-000255,ORD-000255,WH-US-001,USA,USA,Cosco Shipping,Air Freight,DELIVERED,2026-08-09 21:00:44.489038,2026-08-14 21:00:44.489038,2026-08-14 21:00:44.489038,0,False
SHP-000256,ORD-000256,WH-AP-002,Switzerland,Switzerland,DB Schenker,Sea Freight,DELIVERED,2026-07-17 06:00:44.489038,2026-07-25 06:00:44.489038,2026-07-25 06:00:44.489038,0,False
SHP-000257,ORD-000257,WH-US-001,UK,UK,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-07-01 11:00:44.489038,2026-07-07 11:00:44.489038,,0,False
SHP-000258,ORD-000258,WH-US-001,Germany,Germany,Kuehne + Nagel,Sea Freight,DELIVERED,2026-07-31 12:00:44.489038,2026-08-08 12:00:44.489038,2026-08-09 00:00:44.489038,12,True
SHP-000259,ORD-000259,WH-EU-001,USA,USA,Cosco Shipping,Road Truckload,DELIVERED,2026-07-15 02:00:44.489038,2026-07-18 02:00:44.489038,2026-07-20 02:00:44.489038,48,True
SHP-000260,ORD-000260,WH-AU-001,USA,USA,DHL Supply Chain,Air Freight,DELIVERED,2026-07-12 16:00:44.489038,2026-07-16 16:00:44.489038,2026-07-16 16:00:44.489038,0,False
SHP-000261,ORD-000261,WH-SA-001,Australia,Australia,FedEx Express Air,Air Freight,DELIVERED,2026-08-01 02:00:44.489038,2026-08-08 02:00:44.489038,2026-08-08 02:00:44.489038,0,False
SHP-000262,ORD-000262,WH-SA-001,USA,USA,Maersk Ocean,Road Truckload,DELIVERED,2026-07-17 15:00:44.489038,2026-07-25 15:00:44.489038,2026-07-25 15:00:44.489038,0,False
SHP-000263,ORD-000263,WH-ME-001,UK,UK,DB Schenker,Rail Express,DELIVERED,2026-07-20 18:00:44.489038,2026-07-23 18:00:44.489038,2026-07-24 18:00:44.489038,24,True
SHP-000264,ORD-000264,WH-AP-001,USA,USA,Maersk Ocean,Road Truckload,DELIVERED,2026-07-01 21:00:44.489038,2026-07-11 21:00:44.489038,2026-07-13 21:00:44.489038,48,True
SHP-000265,ORD-000265,WH-US-001,Taiwan,Taiwan,Maersk Ocean,Road Truckload,IN_TRANSIT,2026-08-03 00:00:44.489038,2026-08-07 00:00:44.489038,,0,False
SHP-000266,ORD-000266,WH-US-001,UK,UK,FedEx Express Air,Air Freight,DELAYED,2026-08-14 00:00:44.489038,2026-08-18 00:00:44.489038,,0,False
SHP-000267,ORD-000267,WH-AP-002,UK,UK,DB Schenker,Sea Freight,DELAYED,2026-07-11 19:00:44.489038,2026-07-14 19:00:44.489038,,0,False
SHP-000268,ORD-000268,WH-AP-001,USA,USA,UPS Supply Chain,Road Truckload,DELIVERED,2026-07-05 22:00:44.489038,2026-07-09 22:00:44.489038,2026-07-11 22:00:44.489038,48,True
SHP-000269,ORD-000269,WH-US-002,USA,USA,Kuehne + Nagel,Air Freight,DELIVERED,2026-07-16 21:00:44.489038,2026-07-24 21:00:44.489038,2026-07-24 21:00:44.489038,0,False
SHP-000270,ORD-000270,WH-AP-001,UK,UK,DB Schenker,Road Truckload,DELIVERED,2026-07-05 03:00:44.489038,2026-07-14 03:00:44.489038,2026-07-16 03:00:44.489038,48,True
SHP-000271,ORD-000271,WH-AU-001,Australia,Australia,Cosco Shipping,Rail Express,DELIVERED,2026-07-19 21:00:44.489038,2026-07-29 21:00:44.489038,2026-07-31 21:00:44.489038,48,True
SHP-000272,ORD-000272,WH-AP-002,Australia,Australia,UPS Supply Chain,Road Truckload,DELIVERED,2026-08-09 06:00:44.489038,2026-08-18 06:00:44.489038,2026-08-18 06:00:44.489038,0,False
SHP-000273,ORD-000273,WH-EU-001,USA,USA,Cosco Shipping,Road Truckload,DELIVERED,2026-07-24 11:00:44.489038,2026-07-29 11:00:44.489038,2026-07-29 11:00:44.489038,0,False
SHP-000274,ORD-000274,WH-SA-001,Australia,Australia,DB Schenker,Sea Freight,CUSTOMS_HOLD,2026-07-09 20:00:44.489038,2026-07-14 20:00:44.489038,,0,False
SHP-000275,ORD-000275,WH-AP-003,Japan,Japan,Cosco Shipping,Rail Express,DELIVERED,2026-07-29 09:00:44.489038,2026-08-02 09:00:44.489038,2026-08-02 09:00:44.489038,0,False
SHP-000276,ORD-000276,WH-AP-003,UK,UK,UPS Supply Chain,Road Truckload,DELIVERED,2026-07-18 06:00:44.489038,2026-07-26 06:00:44.489038,2026-07-26 06:00:44.489038,0,False
SHP-000277,ORD-000277,WH-AP-002,USA,USA,Maersk Ocean,Air Freight,DELIVERED,2026-07-23 16:00:44.489038,2026-08-02 16:00:44.489038,2026-08-03 04:00:44.489038,12,True
SHP-000278,ORD-000278,WH-SA-001,USA,USA,FedEx Express Air,Rail Express,DELIVERED,2026-07-22 16:00:44.489038,2026-07-29 16:00:44.489038,2026-07-29 16:00:44.489038,0,False
