event_id,shipment_id,device_id,latitude,longitude,temperature_c,humidity_pct,battery_level,recorded_at,is_temp_breach
IOT-0000470,SHP-000039,DEV-566,-31.4744,149.548532,4.57,74.89,19,2026-08-11 13:25:44.489038,False
IOT-0000471,SHP-000305,DEV-851,1.463393,102.523751,3.63,51.93,69,2026-08-09 10:47:44.489038,False
IOT-0000472,SHP-000485,DEV-267,51.174699,8.723031,2.04,50.6,27,2026-08-11 14:43:44.489038,False
IOT-0000473,SHP-000275,DEV-762,35.711345,-119.424211,4.21,58.55,70,2026-08-09 12:53:44.489038,False
IOT-0000474,SHP-000159,DEV-492,40.809447,-89.572474,3.0,41.35,84,2026-08-08 20:01:44.489038,False
IOT-0000475,SHP-000327,DEV-995,43.646711,-88.355438,15.3,49.25,93,2026-08-10 08:29:44.489038,True
IOT-0000476,SHP-000267,DEV-800,30.601355,121.368267,3.81,43.82,32,2026-08-09 04:45:44.489038,False
IOT-0000477,SHP-000171,DEV-715,34.028957,-116.451476,5.21,63.78,55,2026-08-11 07:26:44.489038,False
IOT-0000478,SHP-000584,DEV-353,-33.932006,151.57857,5.45,50.39,28,2026-08-11 18:00:44.489038,False
IOT-0000479,SHP-000257,DEV-719,-23.728152,-46.150722,2.94,68.06,49,2026-08-12 07:45:44.489038,False
IOT-0000480,SHP-000044,DEV-530,39.56384,-87.121807,3.62,60.45,90,2026-08-08 13:31:44.489038,False
IOT-0000481,SHP-000066,DEV-729,54.219175,4.939843,5.75,57.3,38,2026-08-09 18:12:44.489038,False
IOT-0000482,SHP-000367,DEV-704,37.689323,137.485375,5.79,41.96,40,2026-08-08 06:04:44.489038,False
IOT-0000483,SHP-000537,DEV-480,31.182046,120.967309,2.82,71.47,84,2026-08-08 12:38:44.489038,False
IOT-0000484,SHP-000301,DEV-686,32.915855,119.906472,15.51,60.06,63,2026-08-11 19:17:44.489038,True
IOT-0000485,SHP-000524,DEV-685,54.228379,4.04072,3.15,68.01,67,2026-08-12 03:31:44.489038,False
IOT-0000486,SHP-000151,DEV-699,52.476576,11.229695,6.46,61.17,31,2026-08-11 18:44:44.489038,False
IOT-0000487,SHP-000569,DEV-338,52.930061,7.917357,3.46,66.97,51,2026-08-09 15:28:44.489038,False
IOT-0000488,SHP-000113,DEV-934,36.405771,138.021456,4.23,45.4,81,2026-08-10 06:08:44.489038,False
IOT-0000489,SHP-000266,DEV-232,23.216605,54.58913,3.19,61.35,19,2026-08-12 01:09:44.489038,False
IOT-0000490,SHP-000574,DEV-240,2.259142,103.569253,2.04,48.51,60,2026-08-09 13:09:44.489038,False
IOT-0000491,SHP-000588,DEV-617,-24.507238,-47.968738,4.8,57.67,63,2026-08-12 08:40:44.489038,False
IOT-0000492,SHP-000254,DEV-297,36.042506,-118.960256,4.78,45.07,83,2026-08-08 07:04:44.489038,False
IOT-0000493,SHP-000482,DEV-111,2.418499,106.073514,2.01,49.06,91,2026-08-10 16:14:44.489038,False
IOT-0000494,SHP-000230,DEV-806,31.698188,-119.125836,2.32,64.9,85,2026-08-13 03:23:44.489038,False
IOT-0000495,SHP-000513,DEV-963,-23.373127,-48.03814,2.31,43.27,46,2026-08-13 00:43:44.489038,False
IOT-0000496,SHP-000437,DEV-950,-32.921896,153.414212,2.22,61.3,96,2026-08-08 11:56:44.489038,False
IOT-0000497,SHP-000308,DEV-561,42.549433,-88.693921,3.48,54.6,32,2026-08-11 23:56:44.489038,False
IOT-0000498,SHP-000390,DEV-171,42.666611,-88.286487,5.22,68.44,81,2026-08-12 09:56:44.489038,False
IOT-0000499,SHP-000241,DEV-779,-21.68989,-43.987005,6.15,55.44,94,2026-08-10 09:16:44.489038,False
IOT-0000500,SHP-000327,DEV-884,53.946006,10.314838,6.02,51.58,61,2026-08-09 05:08:44.489038,False
IOT-0000501,SHP-000152,DEV-780,-32.704447,149.477369,10.04,73.0,97,2026-08-10 16:22:44.489038,True
IOT-0000502,SHP-000580,DEV-231,32.912344,-118.967988,11.05,66.13,60,2026-08-09 10:17:44.489038,True
IOT-0000503,SHP-000582,DEV-725,-36.176655,152.947771,2.67,42.79,73,2026-08-11 00:23:44.489038,False
IOT-0000504,SHP-000234,DEV-759,33.841734,138.754166,9.4,62.52,46,2026-08-12 13:27:44.489038,True
IOT-0000505,SHP-000092,DEV-408,53.694251,8.066338,5.7,71.68,61,2026-08-10 23:17:44.489038,False
IOT-0000506,SHP-000372,DEV-898,32.357497,119.713623,2.75,72.85,19,2026-08-09 07:17:44.489038,False
IOT-0000507,SHP-000347,DEV-728,54.611562,9.730076,2.29,49.87,17,2026-08-09 19:59:44.489038,False
IOT-0000508,SHP-000491,DEV-586,32.656756,120.654153,4.16,50.6,44,2026-08-10 00:29:44.489038,False
IOT-0000509,SHP-000319,DEV-501,35.460568,140.197846,4.16,61.29,16,2026-08-12 02:29:44.489038,False
IOT-0000510,SHP-000409,DEV-141,41.004004,-89.489184,4.19,63.46,33,2026-08-08 14:32:44.489038,False
IOT-0000511,SHP-000290,DEV-678,31.083962,122.716875,5.25,62.23,65,2026-08-08 19:35:44.489038,False
IOT-0000512,SHP-000521,DEV-437,24.647531,55.997957,6.13,59.62,67,2026-08-10 23:21:44.489038,False
IOT-0000513,SHP-000166,DEV-705,3.288683,104.131547,3.1,40.3,76,2026-08-10 09:56:44.489038,False
IOT-0000514,SHP-000078,DEV-461,0.705151,103.582278,5.03,57.77,76,2026-08-10 11:56:44.489038,False
IOT-0000515,SHP-000529,DEV-196,50.248562,2.961468,5.39,73.51,58,2026-08-09 00:52:44.489038,False
IOT-0000516,SHP-000340,DEV-243,22.82037,54.37831,2.49,40.12,56,2026-08-11 06:36:44.489038,False
IOT-0000517,SHP-000510,DEV-586,23.293028,54.805322,4.29,43.97,93,2026-08-11 03:29:44.489038,False
IOT-0000518,SHP-000409,DEV-196,2.77165,105.405079,5.78,46.44,19,2026-08-08 19:33:44.489038,False
IOT-0000519,SHP-000183,DEV-421,29.633676,120.291497,3.1,49.5,68,2026-08-09 18:36:44.489038,False
IOT-0000520,SHP-000404,DEV-630,50.652582,5.790187,2.77,65.6,98,2026-08-12 14:26:44.489038,False
IOT-0000521,SHP-000040,DEV-642,39.786474,-85.170224,4.83,52.76,28,2026-08-12 12:13:44.489038,False
IOT-0000522,SHP-000580,DEV-485,53.006226,12.452068,13.38,61.08,51,2026-08-09 22:05:44.489038,True
IOT-0000523,SHP-000358,DEV-431,-31.525084,149.628705,2.95,46.85,93,2026-08-11 15:42:44.489038,False
IOT-0000524,SHP-000536,DEV-769,35.326421,-118.095832,4.56,71.55,28,2026-08-10 02:54:44.489038,False
IOT-0000525,SHP-000148,DEV-385,33.71946,-115.909133,6.07,63.96,83,2026-08-13 02:18:44.489038,False
IOT-0000526,SHP-000089,DEV-609,-23.850877,-45.889417,4.33,70.52,86,2026-08-12 20:00:44.489038,False
IOT-0000527,SHP-000307,DEV-780,-25.040038,-45.568718,2.88,40.74,26,2026-08-08 06:05:44.489038,False
IOT-0000528,SHP-000542,DEV-924,-31.791237,151.574573,4.42,43.43,89,2026-08-12 15:55:44.489038,False
IOT-0000529,SHP-000023,DEV-948,-25.887799,-47.400973,4.66,44.37,29,2026-08-08 11:47:44.489038,False
IOT-0000530,SHP-000256,DEV-420,53.90734,8.443645,6.1,58.35,50,2026-08-08 16:53:44.489038,False
IOT-0000531,SHP-000579,DEV-559,-0.342829,105.314497,2.56,68.07,80,2026-08-10 09:14:44.489038,False
IOT-0000532,SHP-000195,DEV-799,52.31544,7.525593,4.08,50.97,34,2026-08-09 03:41:44.489038,False
IOT-0000533,SHP-000415,DEV-871,52.470305,11.621985,3.53,64.25,94,2026-08-08 05:58:44.489038,False
IOT-0000534,SHP-000589,DEV-271,32.53199,119.057295,3.07,54.29,79,2026-08-08 16:36:44.489038,False
IOT-0000535,SHP-000106,DEV-264,-26.424637,-47.578122,3.05,41.21,16,2026-08-11 08:06:44.489038,False
IOT-0000536,SHP-000005,DEV-557,32.272561,-118.965884,6.07,61.79,72,2026-08-10 15:09:44.489038,False
IOT-0000537,SHP-000194,DEV-688,33.571747,137.359966,17.79,43.85,43,2026-08-09 14:38:44.489038,True
IOT-0000538,SHP-000162,DEV-222,-33.224796,150.327132,3.76,73.42,91,2026-08-09 18:32:44.489038,False
IOT-0000539,SHP-000306,DEV-809,41.433623,-87.561363,5.69,56.94,76,2026-08-09 16:52:44.489038,False
IOT-0000540,SHP-000321,DEV-515,-34.455458,151.629444,3.61,58.17,38,2026-08-10 08:38:44.489038,False
IOT-0000541,SHP-000390,DEV-665,28.848718,119.749065,5.97,67.94,91,2026-08-10 21:17:44.489038,False
IOT-0000542,SHP-000427,DEV-808,34.363352,141.305274,5.48,51.64,68,2026-08-12 00:44:44.489038,False
IOT-0000543,SHP-000595,DEV-939,-32.114444,150.436096,3.16,56.56,47,2026-08-08 06:00:44.489038,False
IOT-0000544,SHP-000272,DEV-174,32.634165,-120.131611,4.36,59.61,20,2026-08-11 11:42:44.489038,False
IOT-0000545,SHP-000032,DEV-174,34.509476,-119.404238,12.31,65.05,41,2026-08-08 09:15:44.489038,True
IOT-0000546,SHP-000301,DEV-327,30.091869,123.904846,4.88,58.38,39,2026-08-12 09:44:44.489038,False
IOT-0000547,SHP-000227,DEV-890,34.02775,140.387432,4.07,57.57,15,2026-08-08 06:55:44.489038,False
IOT-0000548,SHP-000011,DEV-890,49.937765,3.840102,4.03,52.81,36,2026-08-12 03:49:44.489038,False
IOT-0000549,SHP-000398,DEV-945,1.087347,101.529474,5.78,52.63,45,2026-08-08 13:33:44.489038,False
IOT-0000550,SHP-000046,DEV-669,-31.891188,151.380798,3.09,48.98,33,2026-08-10 20:29:44.489038,False
IOT-0000551,SHP-000232,DEV-312,33.916212,138.82958,3.88,63.94,48,2026-08-08 15:57:44.489038,False
IOT-0000552,SHP-000335,DEV-869,2.567529,103.541426,13.77,43.87,77,2026-08-11 09:47:44.489038,True
IOT-0000553,SHP-000378,DEV-539,36.397296,-116.292975,4.09,63.63,80,2026-08-11 16:29:44.489038,False
IOT-0000554,SHP-000372,DEV-631,1.336036,105.518593,5.01,66.09,16,2026-08-11 05:19:44.489038,False
IOT-0000555,SHP-000306,DEV-664,2.04543,105.04938,9.83,46.04,63,2026-08-12 23:18:44.489038,True
IOT-0000556,SHP-000491,DEV-442,54.351029,3.793491,3.42,65.97,24,2026-08-09 10:53:44.489038,False
IOT-0000557,SHP-000259,DEV-899,-34.615767,153.430721,6.39,62.09,35,2026-08-11 21:48:44.489038,False
IOT-0000558,SHP-000536,DEV-617,35.906363,138.959215,6.43,40.08,80,2026-08-08 08:11:44.489038,False
IOT-0000559,SHP-000095,DEV-590,40.13594,-89.625498,4.12,49.12,69,2026-08-12 20:42:44.489038,False
IOT-0000560,SHP-000595,DEV-109,56.00231,11.675693,3.79,72.23,93,2026-08-10 12:22:44.489038,False
IOT-0000561,SHP-000248,DEV-333,34.302684,140.516681,4.51,68.01,26,2026-08-09 12:05:44.489038,False
IOT-0000562,SHP-000596,DEV-391,3.831699,102.044413,2.58,54.82,23,2026-08-11 07:44:44.489038,False
IOT-0000563,SHP-000358,DEV-100,-0.892764,102.554126,14.9,59.62,60,2026-08-12 22:09:44.489038,True
IOT-0000564,SHP-000469,DEV-513,-21.998078,-48.444197,6.42,70.14,57,2026-08-12 20:44:44.489038,False
IOT-0000565,SHP-000134,DEV-253,2.121195,104.854165,3.33,48.78,67,2026-08-11 20:39:44.489038,False
IOT-0000566,SHP-000254,DEV-275,32.861686,-119.450949,6.04,49.85,46,2026-08-12 19:33:44.489038,False
IOT-0000567,SHP-000060,DEV-873,-26.145445,-47.610814,4.51,42.42,66,2026-08-11 04:19:44.489038,False
IOT-0000568,SHP-000164,DEV-956,23.411245,53.139782,6.04,40.06,46,2026-08-11 19:10:44.489038,False
IOT-0000569,SHP-000455,DEV-808,24.954472,55.855072,5.65,50.88,32,2026-08-08 18:13:44.489038,False
IOT-0000570,SHP-000344,DEV-530,52.60286,6.476141,3.29,53.09,59,2026-08-10 00:28:44.489038,False
IOT-0000571,SHP-000592,DEV-195,2.886764,102.561312,4.72,48.27,56,2026-08-13 03:55:44.489038,False
IOT-0000572,SHP-000057,DEV-705,33.127249,-117.924812,5.42,50.87,39,2026-08-11 13:49:44.489038,False
IOT-0000573,SHP-000519,DEV-956,37.08181,141.888291,4.04,62.7,31,2026-08-08 07:28:44.489038,False
IOT-0000574,SHP-000189,DEV-218,34.865574,141.192925,4.11,69.61,45,2026-08-12 15:17:44.489038,False
IOT-0000575,SHP-000262,DEV-793,50.787992,3.189848,2.03,48.14,84,2026-08-10 20:11:44.489038,False
IOT-0000576,SHP-000002,DEV-446,40.839109,-87.368573,4.42,69.4,85,2026-08-11 12:48:44.489038,False
IOT-0000577,SHP-000246,DEV-175,35.64002,-116.799065,4.75,47.27,60,2026-08-12 11:05:44.489038,False
IOT-0000578,SHP-000145,DEV-181,37.214771,139.384707,2.74,55.27,72,2026-08-13 05:43:44.489038,False
IOT-0000579,SHP-000045,DEV-168,-24.34803,-47.372058,12.43,53.3,17,2026-08-11 06:53:44.489038,True
IOT-0000580,SHP-000293,DEV-838,40.716375,-89.768119,3.03,72.31,73,2026-08-08 16:10:44.489038,False
IOT-0000581,SHP-000581,DEV-579,52.259276,2.73363,6.31,61.13,81,2026-08-11 03:52:44.489038,False
IOT-0000582,SHP-000304,DEV-893,-24.852878,-46.575383,13.84,58.69,47,2026-08-11 07:22:44.489038,True
IOT-0000583,SHP-000241,DEV-705,-32.105626,151.394709,5.04,41.07,69,2026-08-08 16:06:44.489038,False
IOT-0000584,SHP-000502,DEV-261,36.185913,141.419437,3.44,52.83,18,2026-08-11 16:22:44.489038,False
IOT-0000585,SHP-000584,DEV-425,52.619886,2.765391,6.21,51.0,59,2026-08-08 08:04:44.489038,False
IOT-0000586,SHP-000522,DEV-678,31.729869,123.378825,5.9,40.82,22,2026-08-10 16:04:44.489038,False
IOT-0000587,SHP-000405,DEV-219,54.153597,8.763804,2.03,48.22,67,2026-08-12 01:26:44.489038,False
IOT-0000588,SHP-000571,DEV-354,33.666302,119.977276,6.47,64.11,17,2026-08-10 08:14:44.489038,False
IOT-0000589,SHP-000350,DEV-275,-34.788,150.691914,6.33,54.64,94,2026-08-09 10:57:44.489038,False
IOT-0000590,SHP-000110,DEV-908,35.212225,-119.099435,2.56,43.55,42,2026-08-09 19:59:44.489038,False
IOT-0000591,SHP-000133,DEV-425,-32.090848,150.477249,4.69,54.66,47,2026-08-11 02:02:44.489038,False
IOT-0000592,SHP-000050,DEV-587,54.863389,10.257275,6.49,72.04,100,2026-08-11 04:14:44.489038,False
IOT-0000593,SHP-000196,DEV-407,-31.96101,151.47415,5.22,67.1,67,2026-08-11 00:21:44.489038,False
IOT-0000594,SHP-000464,DEV-972,40.815394,-85.179101,2.92,47.13,88,2026-08-13 05:44:44.489038,False
IOT-0000595,SHP-000361,DEV-753,-35.164755,150.671179,5.74,68.66,82,2026-08-11 04:06:44.489038,False
IOT-0000596,SHP-000406,DEV-274,38.023802,138.770372,4.94,61.41,86,2026-08-08 22:32:44.489038,False
IOT-0000597,SHP-000341,DEV-879,25.610051,54.08795,3.12,64.54,21,2026-08-11 23:47:44.489038,False
IOT-0000598,SHP-000501,DEV-647,0.322585,101.65307,2.74,44.29,50,2026-08-08 07:07:44.489038,False
IOT-0000599,SHP-000505,DEV-951,29.463648,120.641233,4.1,70.02,52,2026-08-11 20:00:44.489038,False
IOT-0000600,SHP-000286,DEV-579,-23.876836,-46.971307,6.04,42.95,63,2026-08-10 00:58:44.489038,False
IOT-0000601,SHP-000024,DEV-301,40.989654,-88.79839,17.11,58.49,74,2026-08-08 12:55:44.489038,True
IOT-0000602,SHP-000246,DEV-913,0.688351,104.145167,5.14,42.93,84,2026-08-08 07:08:44.489038,False
IOT-0000603,SHP-000541,DEV-306,51.273478,4.574862,4.54,58.7,52,2026-08-11 06:52:44.489038,False
IOT-0000604,SHP-000507,DEV-899,32.341198,-116.668617,4.94,59.32,43,2026-08-08 11:17:44.489038,False
IOT-0000605,SHP-000242,DEV-732,23.66118,53.8549,4.76,53.03,22,2026-08-11 12:40:44.489038,False
IOT-0000606,SHP-000106,DEV-918,29.093973,121.576381,4.56,53.49,26,2026-08-10 00:12:44.489038,False
IOT-0000607,SHP-000235,DEV-781,36.163447,-119.909019,5.96,51.65,78,2026-08-08 10:16:44.489038,False
IOT-0000608,SHP-000129,DEV-972,34.50775,138.260751,5.91,68.73,36,2026-08-10 22:43:44.489038,False
IOT-0000609,SHP-000345,DEV-521,-34.538489,153.142534,3.48,42.12,65,2026-08-12 00:37:44.489038,False
IOT-0000610,SHP-000387,DEV-763,32.881983,123.878926,3.62,58.47,66,2026-08-08 10:48:44.489038,False
IOT-0000611,SHP-000068,DEV-215,-35.436734,149.873221,2.72,74.99,60,2026-08-12 13:16:44.489038,False
IOT-0000612,SHP-000013,DEV-834,-22.836818,-46.996537,3.26,69.58,87,2026-08-09 15:21:44.489038,False
IOT-0000613,SHP-000046,DEV-303,-22.016471,-47.718523,3.08,54.83,62,2026-08-08 15:31:44.489038,False
IOT-0000614,SHP-000076,DEV-102,35.603606,-116.646252,3.45,68.11,43,2026-08-09 05:58:44.489038,False
IOT-0000615,SHP-000258,DEV-945,52.301918,12.11101,3.71,70.62,76,2026-08-11 03:55:44.489038,False
IOT-0000616,SHP-000332,DEV-120,-0.762246,103.200954,4.38,62.07,64,2026-08-08 06:31:44.489038,False
IOT-0000617,SHP-000178,DEV-764,50.721655,5.923371,5.12,49.39,36,2026-08-12 00:38:44.489038,False
IOT-0000618,SHP-000477,DEV-398,52.106565,8.655773,12.88,53.62,89,2026-08-10 18:29:44.489038,True
IOT-0000619,SHP-000598,DEV-485,31.764855,-120.048466,12.82,63.46,48,2026-08-09 20:20:44.489038,True
IOT-0000620,SHP-000140,DEV-357,32.059037,119.863555,3.57,46.1,37,2026-08-11 19:11:44.489038,False
IOT-0000621,SHP-000214,DEV-457,26.7291,54.963445,4.65,48.02,26,2026-08-12 12:40:44.489038,False
IOT-0000622,SHP-000258,DEV-986,42.372562,-85.628369,5.4,68.76,37,2026-08-09 03:25:44.489038,False
IOT-0000623,SHP-000068,DEV-244,36.205439,-117.838072,3.61,57.32,25,2026-08-08 20:45:44.489038,False
IOT-0000624,SHP-000144,DEV-540,50.084402,2.845947,6.16,40.54,23,2026-08-12 09:30:44.489038,False
IOT-0000625,SHP-000420,DEV-218,41.364411,-89.113336,6.39,46.21,37,2026-08-10 00:53:44.489038,False
IOT-0000626,SHP-000081,DEV-591,3.786253,103.376459,2.58,70.61,65,2026-08-11 04:04:44.489038,False
IOT-0000627,SHP-000069,DEV-113,53.649686,4.666751,6.48,54.95,23,2026-08-09 11:04:44.489038,False
IOT-0000628,SHP-000150,DEV-917,-25.151328,-45.221929,2.09,71.87,95,2026-08-12 05:08:44.489038,False
IOT-0000629,SHP-000518,DEV-140,-1.079975,103.151944,2.32,47.58,58,2026-08-12 15:11:44.489038,False
IOT-0000630,SHP-000600,DEV-300,43.423166,-90.128963,6.44,58.01,53,2026-08-12 16:53:44.489038,False
IOT-0000631,SHP-000401,DEV-115,54.966426,8.350405,4.82,56.04,61,2026-08-10 05:23:44.489038,False
IOT-0000632,SHP-000533,DEV-313,54.104876,10.945656,2.35,66.27,54,2026-08-09 18:34:44.489038,False
IOT-0000633,SHP-000135,DEV-712,29.756678,122.412348,4.56,53.34,99,2026-08-11 06:56:44.489038,False
IOT-0000634,SHP-000278,DEV-997,-31.467124,150.065609,3.64,57.82,97,2026-08-09 16:49:44.489038,False
IOT-0000635,SHP-000188,DEV-235,41.350368,-89.712168,2.44,61.37,85,2026-08-09 21:31:44.489038,False
IOT-0000636,SHP-000401,DEV-394,37.153841,140.23636,6.01,47.12,18,2026-08-09 04:18:44.489038,False
IOT-0000637,SHP-000283,DEV-356,24.235408,54.678969,5.83,52.45,15,2026-08-12 22:39:44.489038,False
IOT-0000638,SHP-000273,DEV-385,33.247678,-120.201976,2.35,59.95,31,2026-08-08 21:15:44.489038,False
IOT-0000639,SHP-000567,DEV-203,-23.698789,-44.273355,5.69,68.48,88,2026-08-10 07:02:44.489038,False
IOT-0000640,SHP-000497,DEV-439,37.456273,141.651623,3.03,71.4,41,2026-08-08 05:07:44.489038,False
IOT-0000641,SHP-000436,DEV-166,37.704221,138.099975,5.26,45.31,56,2026-08-11 22:50:44.489038,False
IOT-0000642,SHP-000305,DEV-761,39.991796,-87.491329,4.61,64.24,50,2026-08-08 14:04:44.489038,False
IOT-0000643,SHP-000278,DEV-382,55.136635,10.220046,3.55,41.65,22,2026-08-12 08:00:44.489038,False
IOT-0000644,SHP-000401,DEV-785,53.378173,9.85983,4.53,56.84,20,2026-08-12 12:12:44.489038,False
IOT-0000645,SHP-000409,DEV-792,-26.190925,-44.904034,5.97,56.32,35,2026-08-10 18:25:44.489038,False
IOT-0000646,SHP-000002,DEV-923,1.874893,102.556745,2.48,53.66,67,2026-08-10 17:19:44.489038,False
IOT-0000647,SHP-000301,DEV-478,-22.265713,-48.5726,6.06,71.23,48,2026-08-12 10:16:44.489038,False
IOT-0000648,SHP-000249,DEV-868,32.497068,-116.831322,6.19,44.34,25,2026-08-12 14:43:44.489038,False
IOT-0000649,SHP-000398,DEV-723,33.916637,-119.170682,5.03,44.57,96,2026-08-09 20:39:44.489038,False
IOT-0000650,SHP-000548,DEV-612,-0.100411,104.558977,11.49,54.84,16,2026-08-08 12:34:44.489038,True
IOT-0000651,SHP-000445,DEV-855,52.629687,7.60241,4.01,40.8,40,2026-08-11 09:30:44.489038,False
IOT-0000652,SHP-000175,DEV-381,-25.266821,-45.54295,4.99,68.26,65,2026-08-10 04:50:44.489038,False
IOT-0000653,SHP-000163,DEV-106,30.79523,119.441113,6.11,46.81,79,2026-08-11 10:45:44.489038,False
IOT-0000654,SHP-000223,DEV-962,34.879984,138.019044,4.6,46.97,25,2026-08-10 19:10:44.489038,False
IOT-0000655,SHP-000523,DEV-177,32.623715,-119.378312,4.2,70.41,22,2026-08-12 18:32:44.489038,False
IOT-0000656,SHP-000525,DEV-971,33.021745,-118.260299,6.4,69.28,56,2026-08-12 10:45:44.489038,False
IOT-0000657,SHP-000392,DEV-480,51.565963,8.231699,4.74,73.01,92,2026-08-08 16:49:44.489038,False
IOT-0000658,SHP-000266,DEV-943,37.837664,141.76816,4.94,57.33,46,2026-08-08 11:16:44.489038,False
IOT-0000659,SHP-000197,DEV-355,24.773447,54.663318,2.61,44.61,58,2026-08-10 14:04:44.489038,False
IOT-0000660,SHP-000568,DEV-938,33.935984,-118.078881,2.74,52.48,83,2026-08-08 16:33:44.489038,False
IOT-0000661,SHP-000322,DEV-374,31.944189,-116.626815,2.9,71.15,72,2026-08-11 22:16:44.489038,False
IOT-0000662,SHP-000197,DEV-336,36.105087,-116.760772,4.01,65.89,100,2026-08-11 20:12:44.489038,False
IOT-0000663,SHP-000229,DEV-788,53.434512,2.852043,2.42,62.21,48,2026-08-13 01:39:44.489038,False
IOT-0000664,SHP-000119,DEV-793,-25.786708,-45.667442,3.21,64.49,23,2026-08-11 22:05:44.489038,False
IOT-0000665,SHP-000182,DEV-733,-33.46405,151.092307,3.53,40.08,64,2026-08-11 23:40:44.489038,False
IOT-0000666,SHP-000364,DEV-629,32.392403,-117.196744,6.24,40.97,81,2026-08-10 08:46:44.489038,False
IOT-0000667,SHP-000139,DEV-730,-31.804905,152.43766,4.36,63.86,35,2026-08-10 02:55:44.489038,False
IOT-0000668,SHP-000077,DEV-586,29.993489,123.309231,3.05,71.57,28,2026-08-08 12:41:44.489038,False
IOT-0000669,SHP-000306,DEV-427,-23.856066,-47.37006,4.32,49.41,66,2026-08-12 23:50:44.489038,False
IOT-0000670,SHP-000237,DEV-584,32.923072,-120.695543,3.07,68.02,58,2026-08-13 04:17:44.489038,False
IOT-0000671,SHP-000125,DEV-298,32.884813,-119.888361,4.05,68.67,79,2026-08-08 10:52:44.489038,False
IOT-0000672,SHP-000482,DEV-871,35.616626,139.311641,4.42,59.27,78,2026-08-09 21:12:44.489038,False
IOT-0000673,SHP-000426,DEV-749,35.074555,139.976655,5.77,70.74,48,2026-08-08 10:23:44.489038,False
IOT-0000674,SHP-000202,DEV-530,31.570438,-118.14295,6.29,53.18,68,2026-08-10 01:49:44.489038,False
IOT-0000675,SHP-000131,DEV-733,26.377779,55.101172,5.84,46.49,100,2026-08-13 03:35:44.489038,False
IOT-0000676,SHP-000493,DEV-324,33.602859,-118.596837,6.07,48.36,88,2026-08-10 22:35:44.489038,False
IOT-0000677,SHP-000230,DEV-895,-35.053705,152.309148,2.14,56.16,76,2026-08-13 00:36:44.489038,False
IOT-0000678,SHP-000442,DEV-112,34.543024,138.131498,4.01,49.72,74,2026-08-10 06:06:44.489038,False
IOT-0000679,SHP-000582,DEV-612,30.570902,121.758818,2.38,44.49,65,2026-08-13 05:20:44.489038,False
IOT-0000680,SHP-000433,DEV-337,40.078807,-86.25261,4.2,41.19,26,2026-08-09 10:06:44.489038,False
IOT-0000681,SHP-000281,DEV-180,32.332556,-115.913419,4.89,40.95,89,2026-08-09 16:16:44.489038,False
IOT-0000682,SHP-000279,DEV-138,-22.351672,-45.472295,17.94,64.82,28,2026-08-10 19:43:44.489038,True
IOT-0000683,SHP-000035,DEV-815,53.038105,2.361438,2.69,68.92,45,2026-08-10 16:19:44.489038,False
IOT-0000684,SHP-000138,DEV-111,-26.072638,-44.950292,2.46,72.77,93,2026-08-09 07:52:44.489038,False
IOT-0000685,SHP-000496,DEV-767,-0.09789,104.032147,4.09,66.77,64,2026-08-08 21:00:44.489038,False
IOT-0000686,SHP-000165,DEV-468,31.176146,121.700846,4.1,54.5,48,2026-08-10 14:12:44.489038,False
IOT-0000687,SHP-000567,DEV-783,37.817895,139.186527,2.11,40.01,73,2026-08-09 13:09:44.489038,False
IOT-0000688,SHP-000203,DEV-104,33.701424,-116.531189,3.24,68.98,93,2026-08-12 22:38:44.489038,False
IOT-0000689,SHP-000151,DEV-420,39.612112,-85.656375,6.03,71.18,85,2026-08-08 23:44:44.489038,False
IOT-0000690,SHP-000090,DEV-541,53.084976,6.81928,2.09,51.4,62,2026-08-11 13:03:44.489038,False
IOT-0000691,SHP-000420,DEV-402,-25.550429,-48.829996,5.76,47.63,94,2026-08-11 03:33:44.489038,False
IOT-0000692,SHP-000227,DEV-941,41.373165,-88.793041,5.18,68.24,45,2026-08-09 04:04:44.489038,False
IOT-0000693,SHP-000302,DEV-757,54.088763,5.063892,2.29,62.74,60,2026-08-12 21:38:44.489038,False
IOT-0000694,SHP-000077,DEV-528,54.194856,10.357242,5.18,57.14,16,2026-08-13 05:20:44.489038,False
IOT-0000695,SHP-000306,DEV-448,-0.832803,101.569918,2.59,40.86,99,2026-08-08 13:32:44.489038,False
IOT-0000696,SHP-000383,DEV-119,33.516922,-120.551902,3.61,56.77,29,2026-08-09 05:53:44.489038,False
IOT-0000697,SHP-000017,DEV-371,0.450749,102.973979,3.42,57.2,17,2026-08-10 07:47:44.489038,False
IOT-0000698,SHP-000222,DEV-111,1.23931,102.043258,4.93,57.78,53,2026-08-10 13:39:44.489038,False
IOT-0000699,SHP-000085,DEV-810,41.26081,-86.599573,5.43,40.76,87,2026-08-10 16:45:44.489038,False
IOT-0000700,SHP-000461,DEV-507,55.311798,8.162121,4.84,43.57,62,2026-08-10 22:30:44.489038,False
IOT-0000701,SHP-000416,DEV-377,-32.10643,150.653986,3.03,63.31,43,2026-08-09 09:32:44.489038,False
IOT-0000702,SHP-000329,DEV-442,30.164356,122.57965,4.91,72.05,63,2026-08-11 17:23:44.489038,False
IOT-0000703,SHP-000349,DEV-518,52.823499,12.350811,3.78,69.39,24,2026-08-12 05:49:44.489038,False
