event_id,shipment_id,device_id,latitude,longitude,temperature_c,humidity_pct,battery_level,recorded_at,raw_payload
IOT-0000282,SHP-000495,DEV-897,55.753694,11.318236,3.94,56.17,65,2026-08-30T04:03:20.247341,"{""event_id"": ""IOT-0000282"", ""temp"": 3.935469508216548, ""lat"": 55.75369419608783, ""lon"": 11.31823574706006}"
IOT-0000283,SHP-000398,DEV-112,-21.916560,-46.814367,6.15,46.04,54,2026-08-30T13:25:20.247341,"{""event_id"": ""IOT-0000283"", ""temp"": 6.151382826298588, ""lat"": -21.916559698556686, ""lon"": -46.814366683294764}"
IOT-0000284,SHP-000429,DEV-596,-0.932754,102.409159,4.47,72.78,38,2026-08-30T00:28:20.247341,"{""event_id"": ""IOT-0000284"", ""temp"": 4.471640565666442, ""lat"": -0.9327536020806253, ""lon"": 102.40915925160816}"
IOT-0000285,SHP-000190,DEV-945,1.087834,102.615745,5.42,52.19,17,2026-08-29T14:24:20.247341,"{""event_id"": ""IOT-0000285"", ""temp"": 5.423526796465184, ""lat"": 1.0878335017092944, ""lon"": 102.61574457636156}"
IOT-0000286,SHP-000319,DEV-814,51.153117,8.215586,4.80,66.33,80,2026-08-31T18:03:20.247341,"{""event_id"": ""IOT-0000286"", ""temp"": 4.803742067938661, ""lat"": 51.153116996569985, ""lon"": 8.215585520100214}"
IOT-0000287,SHP-000398,DEV-887,40.753930,-89.923756,6.40,68.34,62,2026-09-01T02:45:20.247341,"{""event_id"": ""IOT-0000287"", ""temp"": 6.403992093410723, ""lat"": 40.753929666776074, ""lon"": -89.92375555913776}"
IOT-0000288,SHP-000481,DEV-541,36.766158,137.769292,3.64,59.68,92,2026-08-31T00:34:20.247341,"{""event_id"": ""IOT-0000288"", ""temp"": 3.6368967485259365, ""lat"": 36.76615833624995, ""lon"": 137.76929172368938}"
IOT-0000289,SHP-000238,DEV-808,30.861570,123.724486,5.93,44.16,97,2026-08-28T11:57:20.247341,"{""event_id"": ""IOT-0000289"", ""temp"": 5.92900149300846, ""lat"": 30.861569908506365, ""lon"": 123.72448584696657}"
IOT-0000290,SHP-000204,DEV-595,51.184056,8.826864,4.23,44.64,50,2026-08-29T11:23:20.247341,"{""event_id"": ""IOT-0000290"", ""temp"": 4.228103951625068, ""lat"": 51.18405634825433, ""lon"": 8.826863643889993}"
IOT-0000291,SHP-000424,DEV-671,32.018082,-119.647520,5.84,67.96,19,2026-08-28T11:28:20.247341,"{""event_id"": ""IOT-0000291"", ""temp"": 5.839473654476212, ""lat"": 32.01808224725932, ""lon"": -119.64751999671255}"
IOT-0000292,SHP-000393,DEV-886,33.941680,-116.996894,2.73,50.17,32,2026-08-30T12:22:20.247341,"{""event_id"": ""IOT-0000292"", ""temp"": 2.7280759389446487, ""lat"": 33.94167955349331, ""lon"": -116.99689426487284}"
IOT-0000293,SHP-000088,DEV-685,-34.357402,151.637834,2.19,44.86,90,2026-08-28T05:30:20.247341,"{""event_id"": ""IOT-0000293"", ""temp"": 2.1923178901474443, ""lat"": -34.35740218782721, ""lon"": 151.63783443559072}"
IOT-0000294,SHP-000310,DEV-749,32.120317,119.141379,2.31,48.47,36,2026-08-29T14:43:20.247341,"{""event_id"": ""IOT-0000294"", ""temp"": 2.3117297903608716, ""lat"": 32.120317393569024, ""lon"": 119.14137913154407}"
IOT-0000295,SHP-000162,DEV-247,-0.539247,104.944550,4.33,48.61,39,2026-08-29T02:38:20.247341,"{""event_id"": ""IOT-0000295"", ""temp"": 4.331040656564818, ""lat"": -0.5392469185961872, ""lon"": 104.94455000972869}"
IOT-0000296,SHP-000057,DEV-290,52.558219,6.815759,2.34,49.23,37,2026-08-29T23:12:20.247341,"{""event_id"": ""IOT-0000296"", ""temp"": 2.342609649383412, ""lat"": 52.558219445326785, ""lon"": 6.815758926268523}"
IOT-0000297,SHP-000011,DEV-624,50.623733,2.869502,3.02,60.00,42,2026-08-31T10:54:20.247341,"{""event_id"": ""IOT-0000297"", ""temp"": 3.023212560413648, ""lat"": 50.62373342688634, ""lon"": 2.8695019421570507}"
IOT-0000298,SHP-000065,DEV-282,42.399077,-85.302942,5.21,60.73,32,2026-09-01T19:03:20.247341,"{""event_id"": ""IOT-0000298"", ""temp"": 5.214805383910496, ""lat"": 42.39907738518153, ""lon"": -85.3029415173479}"
IOT-0000299,SHP-000453,DEV-916,-24.578246,-44.913132,2.93,60.42,92,2026-08-30T11:07:20.247341,"{""event_id"": ""IOT-0000299"", ""temp"": 2.9302477702555656, ""lat"": -24.578246012180486, ""lon"": -44.91313160226975}"
IOT-0000300,SHP-000049,DEV-814,1.667231,103.490393,5.00,55.88,99,2026-08-28T03:50:20.247341,"{""event_id"": ""IOT-0000300"", ""temp"": 5.002615401658124, ""lat"": 1.6672309165338293, ""lon"": 103.49039337694592}"
IOT-0000301,SHP-000329,DEV-747,54.832391,9.687852,3.46,52.68,31,2026-08-28T02:58:20.247341,"{""event_id"": ""IOT-0000301"", ""temp"": 3.4572449245750514, ""lat"": 54.832391082117375, ""lon"": 9.687851839831808}"
IOT-0000302,SHP-000476,DEV-839,53.620778,9.598755,2.97,71.50,29,2026-09-01T08:42:20.247341,"{""event_id"": ""IOT-0000302"", ""temp"": 2.972398394660412, ""lat"": 53.62077825308581, ""lon"": 9.598754959072968}"
IOT-0000303,SHP-000437,DEV-322,-22.662608,-45.579581,4.57,64.26,58,2026-08-30T22:35:20.247341,"{""event_id"": ""IOT-0000303"", ""temp"": 4.566918212612185, ""lat"": -22.66260845115732, ""lon"": -45.57958148854366}"
IOT-0000304,SHP-000205,DEV-402,51.483056,8.902613,2.75,73.79,86,2026-08-28T04:16:20.247341,"{""event_id"": ""IOT-0000304"", ""temp"": 2.749773753051801, ""lat"": 51.48305646996271, ""lon"": 8.902612917939635}"
IOT-0000305,SHP-000452,DEV-351,-31.799280,149.329562,4.77,51.45,86,2026-08-30T09:14:20.247341,"{""event_id"": ""IOT-0000305"", ""temp"": 4.769749340918311, ""lat"": -31.799280230394064, ""lon"": 149.32956151022708}"
IOT-0000306,SHP-000186,DEV-208,55.225641,10.831577,4.20,41.63,94,2026-08-29T07:29:20.247341,"{""event_id"": ""IOT-0000306"", ""temp"": 4.1974820064383564, ""lat"": 55.22564067480404, ""lon"": 10.831576563384774}"
IOT-0000307,SHP-000464,DEV-599,35.279488,139.412973,3.99,48.72,91,2026-08-28T21:09:20.247341,"{""event_id"": ""IOT-0000307"", ""temp"": 3.9878828599612826, ""lat"": 35.27948764639834, ""lon"": 139.4129728556256}"
IOT-0000308,SHP-000376,DEV-414,51.387953,7.635787,4.96,59.78,95,2026-08-29T05:00:20.247341,"{""event_id"": ""IOT-0000308"", ""temp"": 4.964442694069474, ""lat"": 51.38795253562246, ""lon"": 7.635786531562443}"
IOT-0000309,SHP-000095,DEV-262,34.705997,137.189704,3.02,43.55,49,2026-08-28T06:46:20.247341,"{""event_id"": ""IOT-0000309"", ""temp"": 3.019919930060187, ""lat"": 34.70599740138921, ""lon"": 137.18970392609685}"
IOT-0000310,SHP-000370,DEV-808,-25.206632,-48.035632,2.97,68.18,32,2026-08-31T06:47:20.247341,"{""event_id"": ""IOT-0000310"", ""temp"": 2.966395567747366, ""lat"": -25.20663161354619, ""lon"": -48.03563199868944}"
IOT-0000311,SHP-000217,DEV-595,3.203155,105.927506,2.47,65.89,82,2026-09-01T09:01:20.247341,"{""event_id"": ""IOT-0000311"", ""temp"": 2.4689486558007134, ""lat"": 3.2031548016477345, ""lon"": 105.92750630702966}"
IOT-0000312,SHP-000397,DEV-797,53.495291,4.362140,2.21,48.37,42,2026-09-01T05:33:20.247341,"{""event_id"": ""IOT-0000312"", ""temp"": 2.2081760137193487, ""lat"": 53.495290947989865, ""lon"": 4.362139726657388}"
IOT-0000313,SHP-000499,DEV-926,49.454586,3.612583,5.91,71.15,23,2026-09-01T12:33:20.247341,"{""event_id"": ""IOT-0000313"", ""temp"": 5.9108115738612055, ""lat"": 49.45458574475922, ""lon"": 3.6125832109880687}"
IOT-0000314,SHP-000424,DEV-157,54.407075,3.861674,5.74,53.40,81,2026-08-31T02:13:20.247341,"{""event_id"": ""IOT-0000314"", ""temp"": 5.738319494057957, ""lat"": 54.40707492227864, ""lon"": 3.861674400494067}"
IOT-0000315,SHP-000100,DEV-223,0.786633,103.770131,5.03,60.53,70,2026-08-29T02:43:20.247341,"{""event_id"": ""IOT-0000315"", ""temp"": 5.025071307902854, ""lat"": 0.7866333507857266, ""lon"": 103.77013110060228}"
IOT-0000316,SHP-000262,DEV-945,33.354416,139.122638,2.22,69.25,16,2026-09-01T10:31:20.247341,"{""event_id"": ""IOT-0000316"", ""temp"": 2.2196660815429943, ""lat"": 33.354415726953064, ""lon"": 139.12263768789884}"
IOT-0000317,SHP-000266,DEV-274,26.287701,54.312090,3.02,62.61,38,2026-08-29T12:54:20.247341,"{""event_id"": ""IOT-0000317"", ""temp"": 3.023129713434234, ""lat"": 26.28770098875521, ""lon"": 54.312089669947575}"
IOT-0000318,SHP-000482,DEV-432,-25.250395,-45.684960,3.33,66.34,75,2026-09-02T00:44:20.247341,"{""event_id"": ""IOT-0000318"", ""temp"": 3.3316615707541315, ""lat"": -25.25039535340019, ""lon"": -45.684959898773236}"
IOT-0000319,SHP-000218,DEV-123,50.141839,6.888337,5.76,53.03,37,2026-08-29T10:30:20.247341,"{""event_id"": ""IOT-0000319"", ""temp"": 5.756878646829627, ""lat"": 50.14183851322839, ""lon"": 6.888336637805628}"
IOT-0000320,SHP-000324,DEV-946,33.407451,-120.191568,2.12,63.57,76,2026-08-30T21:46:20.247341,"{""event_id"": ""IOT-0000320"", ""temp"": 2.116279266943104, ""lat"": 33.407451040957135, ""lon"": -120.19156758829843}"
IOT-0000321,SHP-000324,DEV-210,30.426800,121.157414,6.01,61.12,79,2026-09-01T16:14:20.247341,"{""event_id"": ""IOT-0000321"", ""temp"": 6.007516944093198, ""lat"": 30.426799634399067, ""lon"": 121.15741449974301}"
IOT-0000322,SHP-000345,DEV-268,-26.401406,-47.621878,2.16,48.84,37,2026-08-30T20:39:20.247341,"{""event_id"": ""IOT-0000322"", ""temp"": 2.162318309895942, ""lat"": -26.401405535498156, ""lon"": -47.621877807764264}"
IOT-0000323,SHP-000296,DEV-902,51.405780,8.333314,6.25,48.24,87,2026-08-31T19:06:20.247341,"{""event_id"": ""IOT-0000323"", ""temp"": 6.249521074671219, ""lat"": 51.4057799937498, ""lon"": 8.333313569772379}"
IOT-0000324,SHP-000453,DEV-971,39.969649,-88.405113,4.34,53.44,51,2026-08-28T06:52:20.247341,"{""event_id"": ""IOT-0000324"", ""temp"": 4.344976063110975, ""lat"": 39.96964858904961, ""lon"": -88.40511282468502}"
IOT-0000325,SHP-000125,DEV-617,-36.145747,149.292697,6.08,70.55,81,2026-08-28T15:10:20.247341,"{""event_id"": ""IOT-0000325"", ""temp"": 6.081181077423872, ""lat"": -36.14574674918629, ""lon"": 149.2926974336519}"
IOT-0000326,SHP-000066,DEV-289,51.968944,8.690440,5.35,58.09,91,2026-08-31T00:21:20.247341,"{""event_id"": ""IOT-0000326"", ""temp"": 5.346871955717063, ""lat"": 51.96894390527784, ""lon"": 8.690439866540087}"
IOT-0000327,SHP-000226,DEV-727,28.976966,121.281757,2.32,59.60,76,2026-09-01T23:24:20.247341,"{""event_id"": ""IOT-0000327"", ""temp"": 2.3220267344643233, ""lat"": 28.976965818245397, ""lon"": 121.28175738803597}"
IOT-0000328,SHP-000193,DEV-420,34.817755,137.633597,4.37,58.66,23,2026-08-29T23:21:20.247341,"{""event_id"": ""IOT-0000328"", ""temp"": 4.371445621351128, ""lat"": 34.81775495150741, ""lon"": 137.6335971275002}"
IOT-0000329,SHP-000481,DEV-408,-34.357576,153.641952,5.59,61.01,93,2026-08-31T12:28:20.247341,"{""event_id"": ""IOT-0000329"", ""temp"": 5.585473908330011, ""lat"": -34.35757621335227, ""lon"": 153.6419521415937}"
IOT-0000330,SHP-000357,DEV-853,51.208214,9.442213,2.17,71.81,54,2026-08-30T04:17:20.247341,"{""event_id"": ""IOT-0000330"", ""temp"": 2.1657786731997244, ""lat"": 51.20821443004162, ""lon"": 9.44221284251857}"
IOT-0000331,SHP-000211,DEV-607,-23.512921,-44.677759,5.00,71.62,56,2026-08-31T13:48:20.247341,"{""event_id"": ""IOT-0000331"", ""temp"": 4.995629109083509, ""lat"": -23.51292079167352, ""lon"": -44.67775901966677}"
IOT-0000332,SHP-000017,DEV-582,49.618775,4.910571,6.48,60.07,55,2026-08-31T10:25:20.247341,"{""event_id"": ""IOT-0000332"", ""temp"": 6.482429898844249, ""lat"": 49.618774559062295, ""lon"": 4.910571134980639}"
IOT-0000333,SHP-000092,DEV-626,-34.255180,153.041225,3.07,65.88,95,2026-09-01T06:26:20.247341,"{""event_id"": ""IOT-0000333"", ""temp"": 3.065522382572086, ""lat"": -34.25517985441353, ""lon"": 153.0412249559201}"
IOT-0000334,SHP-000267,DEV-826,39.619171,-87.342749,6.08,72.63,59,2026-09-01T10:28:20.247341,"{""event_id"": ""IOT-0000334"", ""temp"": 6.075623773031248, ""lat"": 39.619170699580515, ""lon"": -87.34274885661192}"
IOT-0000335,SHP-000419,DEV-780,1.461726,104.727019,5.44,43.53,79,2026-09-01T14:08:20.247341,"{""event_id"": ""IOT-0000335"", ""temp"": 5.4385563956265495, ""lat"": 1.4617262777525353, ""lon"": 104.72701905858986}"
IOT-0000336,SHP-000172,DEV-440,-23.665481,-46.231882,3.83,47.47,65,2026-09-02T02:54:20.247341,"{""event_id"": ""IOT-0000336"", ""temp"": 3.83224436408341, ""lat"": -23.665481012483276, ""lon"": -46.23188242265588}"
IOT-0000337,SHP-000352,DEV-656,-0.219650,101.634021,4.80,62.56,51,2026-08-28T12:45:20.247341,"{""event_id"": ""IOT-0000337"", ""temp"": 4.79935009721857, ""lat"": -0.21964992942511197, ""lon"": 101.63402143584182}"
IOT-0000338,SHP-000395,DEV-316,55.364569,8.731169,6.15,74.86,50,2026-08-28T21:01:20.247341,"{""event_id"": ""IOT-0000338"", ""temp"": 6.145596283122997, ""lat"": 55.36456877643829, ""lon"": 8.731169049436568}"
IOT-0000339,SHP-000063,DEV-216,36.033365,-118.094638,6.50,62.64,100,2026-08-28T02:30:20.247341,"{""event_id"": ""IOT-0000339"", ""temp"": 6.497099746965377, ""lat"": 36.033364891272434, ""lon"": -118.09463842328748}"
IOT-0000340,SHP-000186,DEV-941,29.263527,121.316575,3.14,47.33,100,2026-08-28T09:20:20.247341,"{""event_id"": ""IOT-0000340"", ""temp"": 3.1405614345741326, ""lat"": 29.26352660751012, ""lon"": 121.31657469883314}"
IOT-0000341,SHP-000099,DEV-257,1.126238,101.706784,3.12,42.57,97,2026-09-02T02:29:20.247341,"{""event_id"": ""IOT-0000341"", ""temp"": 3.122529968726764, ""lat"": 1.1262378593007254, ""lon"": 101.70678448448486}"
IOT-0000342,SHP-000073,DEV-488,41.806770,-85.729385,6.03,63.32,94,2026-08-31T13:39:20.247341,"{""event_id"": ""IOT-0000342"", ""temp"": 6.034749227246363, ""lat"": 41.80677003294103, ""lon"": -85.72938496690041}"
IOT-0000343,SHP-000162,DEV-655,34.517351,141.752668,5.36,57.62,54,2026-08-28T18:35:20.247341,"{""event_id"": ""IOT-0000343"", ""temp"": 5.3551206592039176, ""lat"": 34.51735064802315, ""lon"": 141.75266830868264}"
IOT-0000344,SHP-000354,DEV-546,30.890712,120.319128,2.07,66.60,65,2026-09-01T03:13:20.247341,"{""event_id"": ""IOT-0000344"", ""temp"": 2.0738576107652866, ""lat"": 30.890711882948892, ""lon"": 120.3191282949337}"
IOT-0000345,SHP-000076,DEV-505,51.747167,8.288831,4.87,68.93,18,2026-08-30T23:26:20.247341,"{""event_id"": ""IOT-0000345"", ""temp"": 4.869936388731651, ""lat"": 51.747167498376854, ""lon"": 8.288831137376683}"
IOT-0000346,SHP-000164,DEV-920,-24.134388,-44.062279,3.50,73.23,99,2026-08-29T22:33:20.247341,"{""event_id"": ""IOT-0000346"", ""temp"": 3.496208075302878, ""lat"": -24.13438756298573, ""lon"": -44.062279015100486}"
IOT-0000347,SHP-000328,DEV-640,-22.101567,-48.363773,4.08,72.27,15,2026-08-30T08:00:20.247341,"{""event_id"": ""IOT-0000347"", ""temp"": 4.079754042981133, ""lat"": -22.10156698596239, ""lon"": -48.36377255759509}"
IOT-0000348,SHP-000454,DEV-480,25.962488,55.791479,2.86,64.63,85,2026-08-28T22:33:20.247341,"{""event_id"": ""IOT-0000348"", ""temp"": 2.8618134656688916, ""lat"": 25.962488284139624, ""lon"": 55.79147939588893}"
IOT-0000349,SHP-000073,DEV-975,0.662199,102.998498,10.54,52.86,89,2026-08-29T08:24:20.247341,"{""event_id"": ""IOT-0000349"", ""temp"": 10.544690746451922, ""lat"": 0.6621992689879115, ""lon"": 102.99849759174332}"
IOT-0000350,SHP-000203,DEV-455,-22.149560,-45.729980,2.58,52.07,25,2026-08-30T12:03:20.247341,"{""event_id"": ""IOT-0000350"", ""temp"": 2.5792876744865447, ""lat"": -22.14956018675777, ""lon"": -45.72998040188879}"
IOT-0000351,SHP-000237,DEV-534,1.559552,104.361967,5.18,51.57,28,2026-08-28T11:04:20.247341,"{""event_id"": ""IOT-0000351"", ""temp"": 5.181633617606295, ""lat"": 1.559552438120983, ""lon"": 104.36196684403923}"
IOT-0000352,SHP-000107,DEV-111,-25.317156,-46.747429,15.35,50.76,42,2026-08-30T09:52:20.247341,"{""event_id"": ""IOT-0000352"", ""temp"": 15.347114369134822, ""lat"": -25.31715621938058, ""lon"": -46.747428763883974}"
IOT-0000353,SHP-000278,DEV-639,49.663884,6.199286,3.96,53.36,58,2026-09-01T18:33:20.247341,"{""event_id"": ""IOT-0000353"", ""temp"": 3.961005274780654, ""lat"": 49.66388408172206, ""lon"": 6.199286212972756}"
IOT-0000354,SHP-000237,DEV-500,51.213406,8.952533,2.50,65.24,91,2026-08-31T08:16:20.247341,"{""event_id"": ""IOT-0000354"", ""temp"": 2.4985305682606387, ""lat"": 51.21340621034264, ""lon"": 8.952532520408319}"
IOT-0000355,SHP-000280,DEV-514,35.798192,-116.644613,5.85,53.97,94,2026-08-29T21:27:20.247341,"{""event_id"": ""IOT-0000355"", ""temp"": 5.848780680710657, ""lat"": 35.79819204291299, ""lon"": -116.64461343460687}"
IOT-0000356,SHP-000436,DEV-926,38.134068,137.707154,4.25,67.93,66,2026-08-29T09:35:20.247341,"{""event_id"": ""IOT-0000356"", ""temp"": 4.252499401883826, ""lat"": 38.134068229361496, ""lon"": 137.70715362978652}"
IOT-0000357,SHP-000423,DEV-157,51.738288,6.050556,5.54,74.96,98,2026-09-01T05:30:20.247341,"{""event_id"": ""IOT-0000357"", ""temp"": 5.53921107079449, ""lat"": 51.73828770545648, ""lon"": 6.050556141824289}"
IOT-0000358,SHP-000419,DEV-124,52.579680,4.912542,3.35,49.42,36,2026-08-31T14:52:20.247341,"{""event_id"": ""IOT-0000358"", ""temp"": 3.3544728591141233, ""lat"": 52.579680338096175, ""lon"": 4.912542189622912}"
IOT-0000359,SHP-000002,DEV-847,34.685814,138.711602,3.62,51.71,22,2026-09-02T00:03:20.247341,"{""event_id"": ""IOT-0000359"", ""temp"": 3.6230198815763925, ""lat"": 34.685814024402184, ""lon"": 138.71160173323418}"
IOT-0000360,SHP-000494,DEV-225,33.775549,139.688368,2.71,40.04,16,2026-08-31T18:53:20.247341,"{""event_id"": ""IOT-0000360"", ""temp"": 2.7116737062291483, ""lat"": 33.775548503741206, ""lon"": 139.68836802580478}"
IOT-0000361,SHP-000058,DEV-469,40.220799,-86.294257,4.24,70.02,41,2026-08-31T02:05:20.247341,"{""event_id"": ""IOT-0000361"", ""temp"": 4.243131990137737, ""lat"": 40.22079866334075, ""lon"": -86.29425666342027}"
IOT-0000362,SHP-000382,DEV-267,54.191762,11.661141,3.53,59.74,16,2026-08-30T13:24:20.247341,"{""event_id"": ""IOT-0000362"", ""temp"": 3.525565607034299, ""lat"": 54.191761821722835, ""lon"": 11.661140526475087}"
IOT-0000363,SHP-000201,DEV-741,23.478210,56.837558,6.01,73.30,63,2026-08-30T18:14:20.247341,"{""event_id"": ""IOT-0000363"", ""temp"": 6.011672562569308, ""lat"": 23.478210438315553, ""lon"": 56.8375577508344}"
IOT-0000364,SHP-000438,DEV-285,2.909549,103.116995,2.74,68.31,86,2026-09-01T16:31:20.247341,"{""event_id"": ""IOT-0000364"", ""temp"": 2.739455797872927, ""lat"": 2.9095491060323564, ""lon"": 103.1169945948864}"
IOT-0000365,SHP-000009,DEV-169,2.628142,101.361616,5.64,64.13,96,2026-08-28T09:01:20.247341,"{""event_id"": ""IOT-0000365"", ""temp"": 5.640802261878807, ""lat"": 2.628141750255317, ""lon"": 101.36161568350639}"
IOT-0000366,SHP-000229,DEV-700,26.657432,54.947085,16.26,56.67,15,2026-08-31T10:03:20.247341,"{""event_id"": ""IOT-0000366"", ""temp"": 16.258118908507914, ""lat"": 26.65743173779846, ""lon"": 54.947084959088045}"
IOT-0000367,SHP-000177,DEV-902,52.479441,11.449100,5.14,65.57,18,2026-08-29T19:44:20.247341,"{""event_id"": ""IOT-0000367"", ""temp"": 5.144195936519748, ""lat"": 52.479440867874025, ""lon"": 11.44909991919593}"
IOT-0000368,SHP-000431,DEV-413,40.542280,-87.490243,3.34,64.27,57,2026-08-29T20:39:20.247341,"{""event_id"": ""IOT-0000368"", ""temp"": 3.3370198806205993, ""lat"": 40.54228028077565, ""lon"": -87.49024280786244}"
IOT-0000369,SHP-000367,DEV-834,24.296157,57.753892,2.98,50.96,82,2026-08-29T11:37:20.247341,"{""event_id"": ""IOT-0000369"", ""temp"": 2.9825626616233287, ""lat"": 24.296156710621442, ""lon"": 57.753892247018385}"
IOT-0000370,SHP-000227,DEV-261,-32.112798,150.176578,5.68,74.48,40,2026-09-01T19:17:20.247341,"{""event_id"": ""IOT-0000370"", ""temp"": 5.676137101481277, ""lat"": -32.11279843141673, ""lon"": 150.17657815997555}"
IOT-0000371,SHP-000163,DEV-682,31.110490,122.253470,6.04,58.33,59,2026-08-30T06:23:20.247341,"{""event_id"": ""IOT-0000371"", ""temp"": 6.039859473620664, ""lat"": 31.11048977816083, ""lon"": 122.25346983994186}"
IOT-0000372,SHP-000274,DEV-259,24.303640,57.370037,5.69,65.67,72,2026-08-29T19:53:20.247341,"{""event_id"": ""IOT-0000372"", ""temp"": 5.6948769319300645, ""lat"": 24.30364026981714, ""lon"": 57.370036525591914}"
IOT-0000373,SHP-000108,DEV-627,34.605108,-118.871579,4.66,58.28,72,2026-08-31T21:03:20.247341,"{""event_id"": ""IOT-0000373"", ""temp"": 4.664059406833946, ""lat"": 34.60510836129574, ""lon"": -118.87157885779203}"
IOT-0000374,SHP-000186,DEV-723,33.663360,139.079274,2.87,44.93,28,2026-09-01T19:47:20.247341,"{""event_id"": ""IOT-0000374"", ""temp"": 2.870350577511031, ""lat"": 33.66336022869687, ""lon"": 139.07927411525884}"
IOT-0000375,SHP-000156,DEV-741,51.469500,3.316104,2.42,54.19,18,2026-08-29T17:19:20.247341,"{""event_id"": ""IOT-0000375"", ""temp"": 2.4202702096472537, ""lat"": 51.46950031825049, ""lon"": 3.3161044037446903}"
IOT-0000376,SHP-000060,DEV-636,33.236736,138.657014,3.91,56.48,22,2026-08-31T12:34:20.247341,"{""event_id"": ""IOT-0000376"", ""temp"": 3.906404805084897, ""lat"": 33.23673603912634, ""lon"": 138.65701449737205}"
IOT-0000377,SHP-000090,DEV-645,26.234340,55.936273,2.77,46.14,35,2026-08-29T19:37:20.247341,"{""event_id"": ""IOT-0000377"", ""temp"": 2.7727203479081446, ""lat"": 26.234340222226017, ""lon"": 55.93627290502666}"
IOT-0000378,SHP-000430,DEV-701,23.525594,53.708917,2.59,64.74,88,2026-08-30T22:50:20.247341,"{""event_id"": ""IOT-0000378"", ""temp"": 2.585093304191992, ""lat"": 23.525594133706864, ""lon"": 53.70891731255301}"
IOT-0000379,SHP-000391,DEV-400,34.781575,-116.887233,2.57,41.24,100,2026-08-28T23:40:20.247341,"{""event_id"": ""IOT-0000379"", ""temp"": 2.565084684497018, ""lat"": 34.78157538566988, ""lon"": -116.88723346047114}"
IOT-0000380,SHP-000032,DEV-931,32.973996,-119.632129,5.87,52.51,29,2026-08-28T09:53:20.247341,"{""event_id"": ""IOT-0000380"", ""temp"": 5.870095381451023, ""lat"": 32.97399552691421, ""lon"": -119.6321291488246}"
IOT-0000381,SHP-000263,DEV-605,53.034726,9.811240,5.68,57.46,58,2026-08-30T06:51:20.247341,"{""event_id"": ""IOT-0000381"", ""temp"": 5.677529717416791, ""lat"": 53.03472569370472, ""lon"": 9.811240289521834}"
IOT-0000382,SHP-000170,DEV-357,35.783148,-115.991648,17.30,67.47,50,2026-08-28T17:05:20.247341,"{""event_id"": ""IOT-0000382"", ""temp"": 17.299691537818532, ""lat"": 35.783147905105686, ""lon"": -115.99164767381268}"
IOT-0000383,SHP-000038,DEV-442,-0.313790,105.781855,3.10,48.03,100,2026-08-31T08:04:20.247341,"{""event_id"": ""IOT-0000383"", ""temp"": 3.1048104759458983, ""lat"": -0.3137895641331254, ""lon"": 105.78185524393274}"
IOT-0000384,SHP-000356,DEV-440,-25.218104,-48.694641,2.66,55.25,36,2026-08-31T23:36:20.247341,"{""event_id"": ""IOT-0000384"", ""temp"": 2.657947873295811, ""lat"": -25.21810387653938, ""lon"": -48.69464064263849}"
IOT-0000385,SHP-000358,DEV-950,-33.694484,149.685059,3.26,44.87,97,2026-08-31T14:58:20.247341,"{""event_id"": ""IOT-0000385"", ""temp"": 3.2622193292651995, ""lat"": -33.694484285803625, ""lon"": 149.68505904718052}"
IOT-0000386,SHP-000127,DEV-363,35.645545,-117.518229,5.02,70.22,24,2026-08-31T18:34:20.247341,"{""event_id"": ""IOT-0000386"", ""temp"": 5.02142034012754, ""lat"": 35.645544696739385, ""lon"": -117.5182294275546}"
IOT-0000387,SHP-000029,DEV-794,-32.111332,153.193896,6.23,59.98,75,2026-08-29T18:30:20.247341,"{""event_id"": ""IOT-0000387"", ""temp"": 6.229453604151795, ""lat"": -32.1113319240506, ""lon"": 153.19389625077662}"
IOT-0000388,SHP-000397,DEV-170,33.651033,141.365544,5.41,59.46,81,2026-08-31T18:28:20.247341,"{""event_id"": ""IOT-0000388"", ""temp"": 5.406535940379131, ""lat"": 33.651033138450025, ""lon"": 141.36554433263433}"
IOT-0000389,SHP-000237,DEV-171,-0.012841,105.850156,4.17,73.28,42,2026-08-29T22:32:20.247341,"{""event_id"": ""IOT-0000389"", ""temp"": 4.169072327813494, ""lat"": -0.012840667462659994, ""lon"": 105.85015640719016}"
IOT-0000390,SHP-000043,DEV-397,50.719717,6.503147,5.76,54.85,62,2026-08-28T04:18:20.247341,"{""event_id"": ""IOT-0000390"", ""temp"": 5.761969693574661, ""lat"": 50.7197167966645, ""lon"": 6.503146669664719}"
IOT-0000391,SHP-000333,DEV-394,40.696895,-88.412774,4.25,54.87,36,2026-08-30T20:14:20.247341,"{""event_id"": ""IOT-0000391"", ""temp"": 4.253316973118364, ""lat"": 40.69689537558146, ""lon"": -88.4127743140219}"
IOT-0000392,SHP-000370,DEV-485,40.672527,-89.562220,6.37,73.56,23,2026-08-29T07:45:20.247341,"{""event_id"": ""IOT-0000392"", ""temp"": 6.369960233085813, ""lat"": 40.67252654029052, ""lon"": -89.56221977461692}"
IOT-0000393,SHP-000095,DEV-872,42.766560,-88.516540,3.90,46.04,50,2026-08-30T04:55:20.247341,"{""event_id"": ""IOT-0000393"", ""temp"": 3.897454605333767, ""lat"": 42.76656037901159, ""lon"": -88.51653968241493}"
