order_id,customer_id,product_id,supplier_id,quantity,unit_price,currency,order_date,required_date,status,raw_payload
ORD-000130,CUST-010,PROD-004,SUP-012,37,$4800.00,USD,2026-08-18T20:27:20.247341,2026-08-23T20:27:20.247341,DELAYED,"{""order_id"": ""ORD-000130"", ""amount"": 177600.0}"
ORD-000131,CUST-005,PROD-004,SUP-012,38,$4800.00,USD,2026-08-11T14:27:20.247341,2026-08-20T14:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000131"", ""amount"": 182400.0}"
ORD-000132,CUST-006,PROD-008,SUP-010,34,$890.00,USD,2026-08-20T13:27:20.247341,2026-08-28T13:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000132"", ""amount"": 30260.0}"
ORD-000133,CUST-005,PROD-005,SUP-008,74,$2100.00,USD,2026-07-28T11:27:20.247341,2026-08-12T11:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000133"", ""amount"": 155400.0}"
ORD-000134,CUST-010,PROD-005,SUP-008,41,$2100.00,USD,2026-08-16T02:27:20.247341,2026-08-31T02:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000134"", ""amount"": 86100.0}"
ORD-000135,CUST-003,PROD-010,SUP-004,34,$120.00,USD,2026-08-06T15:27:20.247341,2026-08-14T15:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000135"", ""amount"": 4080.0}"
ORD-000136,CUST-004,PROD-007,SUP-015,120,$3200.00,USD,2026-08-14T15:27:20.247341,2026-08-24T15:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000136"", ""amount"": 384000.0}"
ORD-000137,CUST-009,PROD-002,SUP-015,68,$350.00,USD,2026-08-04T14:27:20.247341,2026-08-13T14:27:20.247341,CUSTOMS_HOLD,"{""order_id"": ""ORD-000137"", ""amount"": 23800.0}"
ORD-000138,CUST-004,PROD-005,SUP-008,114,$2100.00,USD,2026-08-20T17:27:20.247341,2026-08-27T17:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000138"", ""amount"": 239400.0}"
ORD-000139,CUST-006,PROD-006,SUP-013,142,$1800.00,USD,2026-08-15T20:27:20.247341,2026-08-20T20:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000139"", ""amount"": 255600.0}"
ORD-000140,CUST-004,PROD-002,SUP-015,170,$350.00,USD,2026-08-15T23:27:20.247341,2026-08-24T23:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000140"", ""amount"": 59500.0}"
ORD-000141,CUST-002,PROD-006,SUP-013,101,$1800.00,USD,2026-08-07T06:27:20.247341,2026-08-13T06:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000141"", ""amount"": 181800.0}"
ORD-000142,CUST-008,PROD-009,SUP-015,195,$3400.00,USD,2026-07-23T10:27:20.247341,2026-07-28T10:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000142"", ""amount"": 663000.0}"
ORD-000143,CUST-009,PROD-008,SUP-010,83,$890.00,USD,2026-08-03T15:27:20.247341,2026-08-08T15:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000143"", ""amount"": 73870.0}"
ORD-000144,CUST-002,PROD-003,SUP-013,33,$45.00,USD,2026-08-19T12:27:20.247341,2026-08-24T12:27:20.247341,CUSTOMS_HOLD,"{""order_id"": ""ORD-000144"", ""amount"": 1485.0}"
ORD-000145,CUST-002,PROD-006,SUP-013,30,$1800.00,USD,2026-08-08T02:27:20.247341,2026-08-16T02:27:20.247341,CUSTOMS_HOLD,"{""order_id"": ""ORD-000145"", ""amount"": 54000.0}"
ORD-000146,CUST-005,PROD-002,SUP-015,93,$350.00,USD,2026-07-23T15:27:20.247341,2026-08-02T15:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000146"", ""amount"": 32550.0}"
ORD-000147,CUST-001,PROD-003,SUP-013,64,$45.00,USD,2026-08-28T06:27:20.247341,2026-09-12T06:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000147"", ""amount"": 2880.0}"
ORD-000148,CUST-007,PROD-002,SUP-015,61,$350.00,USD,2026-08-10T08:27:20.247341,2026-08-20T08:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000148"", ""amount"": 21350.0}"
ORD-000149,CUST-006,PROD-010,SUP-004,90,$120.00,USD,2026-08-08T02:27:20.247341,2026-08-19T02:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000149"", ""amount"": 10800.0}"
ORD-000150,CUST-007,PROD-005,SUP-008,51,$2100.00,USD,2026-08-12T18:27:20.247341,2026-08-24T18:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000150"", ""amount"": 107100.0}"
ORD-000151,CUST-004,PROD-003,SUP-013,192,$45.00,USD,2026-08-29T22:27:20.247341,2026-09-09T22:27:20.247341,DELAYED,"{""order_id"": ""ORD-000151"", ""amount"": 8640.0}"
ORD-000152,CUST-007,PROD-009,SUP-015,118,$3400.00,USD,2026-08-02T16:27:20.247341,2026-08-17T16:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000152"", ""amount"": 401200.0}"
ORD-000153,CUST-009,PROD-010,SUP-004,87,$120.00,USD,2026-08-10T10:27:20.247341,2026-08-18T10:27:20.247341,DELAYED,"{""order_id"": ""ORD-000153"", ""amount"": 10440.0}"
ORD-000154,CUST-001,PROD-006,SUP-013,184,$1800.00,USD,2026-08-27T13:27:20.247341,2026-09-09T13:27:20.247341,DELAYED,"{""order_id"": ""ORD-000154"", ""amount"": 331200.0}"
ORD-000155,CUST-009,PROD-010,SUP-004,121,$120.00,USD,2026-08-09T12:27:20.247341,2026-08-21T12:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000155"", ""amount"": 14520.0}"
ORD-000156,CUST-007,PROD-007,SUP-015,185,$3200.00,USD,2026-08-31T21:27:20.247341,2026-09-08T21:27:20.247341,DELAYED,"{""order_id"": ""ORD-000156"", ""amount"": 592000.0}"
ORD-000157,CUST-008,PROD-009,SUP-015,102,$3400.00,USD,2026-07-22T02:27:20.247341,2026-07-31T02:27:20.247341,DELAYED,"{""order_id"": ""ORD-000157"", ""amount"": 346800.0}"
ORD-000158,CUST-004,PROD-009,SUP-015,191,$3400.00,USD,2026-08-04T17:27:20.247341,2026-08-18T17:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000158"", ""amount"": 649400.0}"
ORD-000159,CUST-003,PROD-006,SUP-013,59,$1800.00,USD,2026-07-30T16:27:20.247341,2026-08-08T16:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000159"", ""amount"": 106200.0}"
ORD-000160,CUST-006,PROD-005,SUP-008,130,$2100.00,USD,2026-07-29T12:27:20.247341,2026-08-13T12:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000160"", ""amount"": 273000.0}"
ORD-000161,CUST-010,PROD-007,SUP-015,185,$3200.00,USD,2026-08-05T09:27:20.247341,2026-08-20T09:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000161"", ""amount"": 592000.0}"
ORD-000162,CUST-010,PROD-001,SUP-010,75,$1250.00,USD,2026-08-29T14:27:20.247341,2026-09-11T14:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000162"", ""amount"": 93750.0}"
ORD-000163,CUST-007,PROD-004,SUP-012,123,$4800.00,USD,2026-08-13T04:27:20.247341,2026-08-18T04:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000163"", ""amount"": 590400.0}"
ORD-000164,CUST-002,PROD-009,SUP-015,67,$3400.00,USD,2026-08-08T14:27:20.247341,2026-08-23T14:27:20.247341,DELAYED,"{""order_id"": ""ORD-000164"", ""amount"": 227800.0}"
ORD-000165,CUST-001,PROD-010,SUP-004,182,$120.00,USD,2026-08-30T13:27:20.247341,2026-09-09T13:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000165"", ""amount"": 21840.0}"
ORD-000166,CUST-005,PROD-005,SUP-008,170,$2100.00,USD,2026-08-01T08:27:20.247341,2026-08-15T08:27:20.247341,CUSTOMS_HOLD,"{""order_id"": ""ORD-000166"", ""amount"": 357000.0}"
ORD-000167,CUST-003,PROD-002,SUP-015,169,$350.00,USD,2026-08-04T03:27:20.247341,2026-08-09T03:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000167"", ""amount"": 59150.0}"
ORD-000168,CUST-007,PROD-009,SUP-015,156,$3400.00,USD,2026-08-03T22:27:20.247341,2026-08-16T22:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000168"", ""amount"": 530400.0}"
ORD-000169,CUST-002,PROD-007,SUP-015,133,$3200.00,USD,2026-08-05T02:27:20.247341,2026-08-19T02:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000169"", ""amount"": 425600.0}"
ORD-000170,CUST-008,PROD-004,SUP-012,189,$4800.00,USD,2026-08-13T21:27:20.247341,2026-08-18T21:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000170"", ""amount"": 907200.0}"
ORD-000171,CUST-001,PROD-006,SUP-013,13,$1800.00,USD,2026-07-30T02:27:20.247341,2026-08-11T02:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000171"", ""amount"": 23400.0}"
ORD-000172,CUST-008,PROD-007,SUP-015,96,$3200.00,USD,2026-07-30T11:27:20.247341,2026-08-13T11:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000172"", ""amount"": 307200.0}"
ORD-000173,CUST-002,PROD-008,SUP-010,9,$890.00,USD,2026-08-01T00:27:20.247341,2026-08-08T00:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000173"", ""amount"": 8010.0}"
ORD-000174,CUST-006,PROD-006,SUP-013,150,$1800.00,USD,2026-08-31T01:27:20.247341,2026-09-05T01:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000174"", ""amount"": 270000.0}"
ORD-000175,CUST-010,PROD-005,SUP-008,46,$2100.00,USD,2026-08-28T00:27:20.247341,2026-09-11T00:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000175"", ""amount"": 96600.0}"
ORD-000176,CUST-009,PROD-009,SUP-015,194,$3400.00,USD,2026-08-01T18:27:20.247341,2026-08-16T18:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000176"", ""amount"": 659600.0}"
ORD-000177,CUST-010,PROD-004,SUP-012,87,$4800.00,USD,2026-08-07T18:27:20.247341,2026-08-16T18:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000177"", ""amount"": 417600.0}"
ORD-000178,CUST-007,PROD-002,SUP-015,111,$350.00,USD,2026-07-24T09:27:20.247341,2026-08-05T09:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000178"", ""amount"": 38850.0}"
ORD-000179,CUST-005,PROD-005,SUP-008,73,$2100.00,USD,2026-08-19T20:27:20.247341,2026-08-24T20:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000179"", ""amount"": 153300.0}"
ORD-000180,CUST-006,PROD-010,SUP-004,112,$120.00,USD,2026-08-30T05:27:20.247341,2026-09-08T05:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000180"", ""amount"": 13440.0}"
ORD-000181,CUST-008,PROD-010,SUP-004,122,$120.00,USD,2026-08-30T05:27:20.247341,2026-09-07T05:27:20.247341,DELAYED,"{""order_id"": ""ORD-000181"", ""amount"": 14640.0}"
ORD-000182,CUST-004,PROD-001,SUP-010,125,$1250.00,USD,2026-08-25T14:27:20.247341,2026-09-07T14:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000182"", ""amount"": 156250.0}"
ORD-000183,CUST-002,PROD-002,SUP-015,74,$350.00,USD,2026-08-02T08:27:20.247341,2026-08-10T08:27:20.247341,CUSTOMS_HOLD,"{""order_id"": ""ORD-000183"", ""amount"": 25900.0}"
ORD-000184,CUST-009,PROD-006,SUP-013,7,$1800.00,USD,2026-08-24T03:27:20.247341,2026-08-29T03:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000184"", ""amount"": 12600.0}"
ORD-000185,CUST-006,PROD-005,SUP-008,71,$2100.00,USD,2026-08-13T01:27:20.247341,2026-08-28T01:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000185"", ""amount"": 149100.0}"
ORD-000186,CUST-001,PROD-006,SUP-013,103,$1800.00,USD,2026-08-02T19:27:20.247341,2026-08-14T19:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000186"", ""amount"": 185400.0}"
ORD-000187,CUST-008,PROD-006,SUP-013,92,$1800.00,USD,2026-08-21T03:27:20.247341,2026-09-01T03:27:20.247341,CUSTOMS_HOLD,"{""order_id"": ""ORD-000187"", ""amount"": 165600.0}"
ORD-000188,CUST-001,PROD-009,SUP-015,124,$3400.00,USD,2026-08-02T21:27:20.247341,2026-08-10T21:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000188"", ""amount"": 421600.0}"
ORD-000189,CUST-001,PROD-008,SUP-010,140,$890.00,USD,2026-08-22T07:27:20.247341,2026-09-05T07:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000189"", ""amount"": 124600.0}"
ORD-000190,CUST-008,PROD-003,SUP-013,108,$45.00,USD,2026-08-07T18:27:20.247341,2026-08-12T18:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000190"", ""amount"": 4860.0}"
ORD-000191,CUST-009,PROD-010,SUP-004,76,$120.00,USD,2026-07-26T15:27:20.247341,2026-08-08T15:27:20.247341,DELAYED,"{""order_id"": ""ORD-000191"", ""amount"": 9120.0}"
ORD-000192,CUST-003,PROD-009,SUP-015,160,$3400.00,USD,2026-08-26T10:27:20.247341,2026-09-08T10:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000192"", ""amount"": 544000.0}"
ORD-000193,CUST-010,PROD-008,SUP-010,195,$890.00,USD,2026-08-19T10:27:20.247341,2026-08-31T10:27:20.247341,DELAYED,"{""order_id"": ""ORD-000193"", ""amount"": 173550.0}"
ORD-000194,CUST-008,PROD-009,SUP-015,163,$3400.00,USD,2026-08-04T17:27:20.247341,2026-08-13T17:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000194"", ""amount"": 554200.0}"
ORD-000195,CUST-001,PROD-001,SUP-010,158,$1250.00,USD,2026-08-11T20:27:20.247341,2026-08-24T20:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000195"", ""amount"": 197500.0}"
ORD-000196,CUST-002,PROD-005,SUP-008,192,$2100.00,USD,2026-08-23T08:27:20.247341,2026-08-29T08:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000196"", ""amount"": 403200.0}"
ORD-000197,CUST-009,PROD-005,SUP-008,119,$2100.00,USD,2026-08-19T09:27:20.247341,2026-08-27T09:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000197"", ""amount"": 249900.0}"
ORD-000198,CUST-002,PROD-002,SUP-015,181,$350.00,USD,2026-08-23T23:27:20.247341,2026-09-05T23:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000198"", ""amount"": 63350.0}"
ORD-000199,CUST-007,PROD-008,SUP-010,163,$890.00,USD,2026-08-07T03:27:20.247341,2026-08-22T03:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000199"", ""amount"": 145070.0}"
ORD-000200,CUST-008,PROD-008,SUP-010,200,$890.00,USD,2026-08-13T01:27:20.247341,2026-08-27T01:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000200"", ""amount"": 178000.0}"
ORD-000201,CUST-009,PROD-005,SUP-008,180,$2100.00,USD,2026-08-30T09:27:20.247341,2026-09-08T09:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000201"", ""amount"": 378000.0}"
ORD-000202,CUST-010,PROD-008,SUP-010,178,$890.00,USD,2026-08-27T16:27:20.247341,2026-09-01T16:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000202"", ""amount"": 158420.0}"
ORD-000203,CUST-006,PROD-007,SUP-015,98,$3200.00,USD,2026-08-01T02:27:20.247341,2026-08-15T02:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000203"", ""amount"": 313600.0}"
ORD-000204,CUST-002,PROD-010,SUP-004,156,$120.00,USD,2026-08-18T01:27:20.247341,2026-08-23T01:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000204"", ""amount"": 18720.0}"
ORD-000205,CUST-009,PROD-002,SUP-015,29,$350.00,USD,2026-07-24T10:27:20.247341,2026-08-05T10:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000205"", ""amount"": 10150.0}"
ORD-000206,CUST-003,PROD-010,SUP-004,58,$120.00,USD,2026-08-21T20:27:20.247341,2026-09-05T20:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000206"", ""amount"": 6960.0}"
ORD-000207,CUST-008,PROD-009,SUP-015,187,$3400.00,USD,2026-08-24T16:27:20.247341,2026-09-07T16:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000207"", ""amount"": 635800.0}"
ORD-000208,CUST-002,PROD-002,SUP-015,128,$350.00,USD,2026-08-31T17:27:20.247341,2026-09-15T17:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000208"", ""amount"": 44800.0}"
ORD-000209,CUST-001,PROD-003,SUP-013,164,$45.00,USD,2026-08-05T01:27:20.247341,2026-08-14T01:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000209"", ""amount"": 7380.0}"
ORD-000210,CUST-005,PROD-004,SUP-012,12,$4800.00,USD,2026-07-18T15:27:20.247341,2026-07-26T15:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000210"", ""amount"": 57600.0}"
ORD-000211,CUST-009,PROD-006,SUP-013,197,$1800.00,USD,2026-08-17T17:27:20.247341,2026-08-22T17:27:20.247341,DELAYED,"{""order_id"": ""ORD-000211"", ""amount"": 354600.0}"
ORD-000212,CUST-004,PROD-004,SUP-012,130,$4800.00,USD,2026-08-28T02:27:20.247341,2026-09-05T02:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000212"", ""amount"": 624000.0}"
ORD-000213,CUST-009,PROD-009,SUP-015,166,$3400.00,USD,2026-08-18T17:27:20.247341,2026-08-30T17:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000213"", ""amount"": 564400.0}"
ORD-000214,CUST-010,PROD-001,SUP-010,137,$1250.00,USD,2026-08-29T11:27:20.247341,2026-09-10T11:27:20.247341,CUSTOMS_HOLD,"{""order_id"": ""ORD-000214"", ""amount"": 171250.0}"
ORD-000215,CUST-004,PROD-005,SUP-008,90,$2100.00,USD,2026-07-30T13:27:20.247341,2026-08-09T13:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000215"", ""amount"": 189000.0}"
ORD-000216,CUST-005,PROD-009,SUP-015,115,$3400.00,USD,2026-08-05T14:27:20.247341,2026-08-13T14:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000216"", ""amount"": 391000.0}"
ORD-000217,CUST-004,PROD-007,SUP-015,173,$3200.00,USD,2026-08-23T14:27:20.247341,2026-09-04T14:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000217"", ""amount"": 553600.0}"
ORD-000218,CUST-010,PROD-007,SUP-015,156,$3200.00,USD,2026-07-24T02:27:20.247341,2026-07-31T02:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000218"", ""amount"": 499200.0}"
ORD-000219,CUST-004,PROD-002,SUP-015,166,$350.00,USD,2026-08-20T23:27:20.247341,2026-08-26T23:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000219"", ""amount"": 58100.0}"
ORD-000220,CUST-005,PROD-008,SUP-010,126,$890.00,USD,2026-08-10T01:27:20.247341,2026-08-23T01:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000220"", ""amount"": 112140.0}"
ORD-000221,CUST-010,PROD-001,SUP-010,72,$1250.00,USD,2026-08-04T22:27:20.247341,2026-08-13T22:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000221"", ""amount"": 90000.0}"
ORD-000222,CUST-006,PROD-002,SUP-015,196,$350.00,USD,2026-08-11T18:27:20.247341,2026-08-19T18:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000222"", ""amount"": 68600.0}"
ORD-000223,CUST-003,PROD-004,SUP-012,121,$4800.00,USD,2026-08-30T15:27:20.247341,2026-09-05T15:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000223"", ""amount"": 580800.0}"
ORD-000224,CUST-007,PROD-002,SUP-015,121,$350.00,USD,2026-08-30T10:27:20.247341,2026-09-13T10:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000224"", ""amount"": 42350.0}"
ORD-000225,CUST-008,PROD-009,SUP-015,75,$3400.00,USD,2026-08-01T09:27:20.247341,2026-08-08T09:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000225"", ""amount"": 255000.0}"
ORD-000226,CUST-008,PROD-006,SUP-013,195,$1800.00,USD,2026-08-22T14:27:20.247341,2026-08-28T14:27:20.247341,DELAYED,"{""order_id"": ""ORD-000226"", ""amount"": 351000.0}"
ORD-000227,CUST-003,PROD-008,SUP-010,63,$890.00,USD,2026-08-01T13:27:20.247341,2026-08-11T13:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000227"", ""amount"": 56070.0}"
ORD-000228,CUST-008,PROD-009,SUP-015,70,$3400.00,USD,2026-08-08T19:27:20.247341,2026-08-14T19:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000228"", ""amount"": 238000.0}"
ORD-000229,CUST-008,PROD-009,SUP-015,33,$3400.00,USD,2026-08-06T10:27:20.247341,2026-08-21T10:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000229"", ""amount"": 112200.0}"
ORD-000230,CUST-001,PROD-008,SUP-010,182,$890.00,USD,2026-08-03T18:27:20.247341,2026-08-11T18:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000230"", ""amount"": 161980.0}"
ORD-000231,CUST-002,PROD-007,SUP-015,111,$3200.00,USD,2026-08-22T06:27:20.247341,2026-08-28T06:27:20.247341,DELAYED,"{""order_id"": ""ORD-000231"", ""amount"": 355200.0}"
ORD-000232,CUST-004,PROD-006,SUP-013,36,$1800.00,USD,2026-07-20T23:27:20.247341,2026-07-27T23:27:20.247341,DELAYED,"{""order_id"": ""ORD-000232"", ""amount"": 64800.0}"
ORD-000233,CUST-010,PROD-001,SUP-010,62,$1250.00,USD,2026-08-27T20:27:20.247341,2026-09-02T20:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000233"", ""amount"": 77500.0}"
ORD-000234,CUST-001,PROD-001,SUP-010,32,$1250.00,USD,2026-08-29T15:27:20.247341,2026-09-03T15:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000234"", ""amount"": 40000.0}"
ORD-000235,CUST-001,PROD-010,SUP-004,18,$120.00,USD,2026-08-03T20:27:20.247341,2026-08-16T20:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000235"", ""amount"": 2160.0}"
ORD-000236,CUST-001,PROD-008,SUP-010,18,$890.00,USD,2026-08-17T19:27:20.247341,2026-08-27T19:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000236"", ""amount"": 16020.0}"
ORD-000237,CUST-001,PROD-010,SUP-004,193,$120.00,USD,2026-08-14T01:27:20.247341,2026-08-19T01:27:20.247341,DELAYED,"{""order_id"": ""ORD-000237"", ""amount"": 23160.0}"
ORD-000238,CUST-002,PROD-010,SUP-004,180,$120.00,USD,2026-08-04T06:27:20.247341,2026-08-13T06:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000238"", ""amount"": 21600.0}"
ORD-000239,CUST-006,PROD-006,SUP-013,65,$1800.00,USD,2026-08-21T14:27:20.247341,2026-08-27T14:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000239"", ""amount"": 117000.0}"
ORD-000240,CUST-007,PROD-010,SUP-004,59,$120.00,USD,2026-07-18T06:27:20.247341,2026-07-27T06:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000240"", ""amount"": 7080.0}"
ORD-000241,CUST-002,PROD-007,SUP-015,9,$3200.00,USD,2026-07-23T12:27:20.247341,2026-08-03T12:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000241"", ""amount"": 28800.0}"
ORD-000242,CUST-001,PROD-002,SUP-015,147,$350.00,USD,2026-08-04T09:27:20.247341,2026-08-14T09:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000242"", ""amount"": 51450.0}"
ORD-000243,CUST-004,PROD-002,SUP-015,166,$350.00,USD,2026-08-29T01:27:20.247341,2026-09-08T01:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000243"", ""amount"": 58100.0}"
ORD-000244,CUST-001,PROD-001,SUP-010,96,$1250.00,USD,2026-07-25T02:27:20.247341,2026-08-02T02:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000244"", ""amount"": 120000.0}"
ORD-000245,CUST-005,PROD-006,SUP-013,150,$1800.00,USD,2026-08-14T20:27:20.247341,2026-08-24T20:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000245"", ""amount"": 270000.0}"
ORD-000246,CUST-004,PROD-010,SUP-004,173,$120.00,USD,2026-07-31T02:27:20.247341,2026-08-11T02:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000246"", ""amount"": 20760.0}"
ORD-000247,CUST-002,PROD-001,SUP-010,84,$1250.00,USD,2026-08-20T11:27:20.247341,2026-09-03T11:27:20.247341,CUSTOMS_HOLD,"{""order_id"": ""ORD-000247"", ""amount"": 105000.0}"
ORD-000248,CUST-002,PROD-006,SUP-013,195,$1800.00,USD,2026-08-09T14:27:20.247341,2026-08-16T14:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000248"", ""amount"": 351000.0}"
ORD-000249,CUST-005,PROD-002,SUP-015,159,$350.00,USD,2026-08-26T01:27:20.247341,2026-09-05T01:27:20.247341,DELAYED,"{""order_id"": ""ORD-000249"", ""amount"": 55650.0}"
ORD-000250,CUST-001,PROD-005,SUP-008,154,$2100.00,USD,2026-08-02T00:27:20.247341,2026-08-10T00:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000250"", ""amount"": 323400.0}"
ORD-000251,CUST-004,PROD-010,SUP-004,100,$120.00,USD,2026-08-23T13:27:20.247341,2026-09-02T13:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000251"", ""amount"": 12000.0}"
ORD-000252,CUST-006,PROD-002,SUP-015,92,$350.00,USD,2026-07-23T19:27:20.247341,2026-08-03T19:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000252"", ""amount"": 32200.0}"
ORD-000253,CUST-002,PROD-010,SUP-004,162,$120.00,USD,2026-08-30T12:27:20.247341,2026-09-04T12:27:20.247341,IN_TRANSIT,"{""order_id"": ""ORD-000253"", ""amount"": 19440.0}"
ORD-000254,CUST-004,PROD-002,SUP-015,159,$350.00,USD,2026-08-02T01:27:20.247341,2026-08-11T01:27:20.247341,DELAYED,"{""order_id"": ""ORD-000254"", ""amount"": 55650.0}"
ORD-000255,CUST-008,PROD-008,SUP-010,186,$890.00,USD,2026-08-12T09:27:20.247341,2026-08-20T09:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000255"", ""amount"": 165540.0}"
ORD-000256,CUST-006,PROD-009,SUP-015,44,$3400.00,USD,2026-07-22T11:27:20.247341,2026-08-05T11:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000256"", ""amount"": 149600.0}"
ORD-000257,CUST-010,PROD-001,SUP-010,135,$1250.00,USD,2026-08-11T14:27:20.247341,2026-08-16T14:27:20.247341,DELAYED,"{""order_id"": ""ORD-000257"", ""amount"": 168750.0}"
ORD-000258,CUST-009,PROD-003,SUP-013,51,$45.00,USD,2026-08-14T18:27:20.247341,2026-08-27T18:27:20.247341,DELIVERED,"{""order_id"": ""ORD-000258"", ""amount"": 2295.0}"
