shipment_id,order_id,origin_warehouse_id,destination_city,destination_country,carrier,mode,status,shipped_at,estimated_delivery_at,actual_delivery_at,raw_payload
SHP-000091,ORD-000091,WH-EU-002,Germany,Germany,Cosco Shipping,Air Freight,DELIVERED,2026-08-27T17:27:20.247341,2026-09-03T17:27:20.247341,2026-09-04T17:27:20.247341,"{""shipment_id"": ""SHP-000091"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000092,ORD-000092,WH-US-001,USA,USA,Kuehne + Nagel,Rail Express,IN_TRANSIT,2026-09-01T16:27:20.247341,2026-09-06T16:27:20.247341,,"{""shipment_id"": ""SHP-000092"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""IN_TRANSIT""}"
SHP-000093,ORD-000093,WH-AU-001,USA,USA,UPS Supply Chain,Air Freight,DELIVERED,2026-07-30T18:27:20.247341,2026-08-08T18:27:20.247341,2026-08-10T18:27:20.247341,"{""shipment_id"": ""SHP-000093"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000094,ORD-000094,WH-US-002,USA,USA,Cosco Shipping,Sea Freight,IN_TRANSIT,2026-07-24T03:27:20.247341,2026-07-31T03:27:20.247341,,"{""shipment_id"": ""SHP-000094"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000095,ORD-000095,WH-SA-001,Australia,Australia,Maersk Ocean,Sea Freight,DELIVERED,2026-07-25T19:27:20.247341,2026-08-02T19:27:20.247341,2026-08-03T07:27:20.247341,"{""shipment_id"": ""SHP-000095"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000096,ORD-000096,WH-US-001,Japan,Japan,UPS Supply Chain,Sea Freight,DELIVERED,2026-08-22T15:27:20.247341,2026-08-28T15:27:20.247341,2026-08-28T15:27:20.247341,"{""shipment_id"": ""SHP-000096"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000097,ORD-000097,WH-AU-001,Japan,Japan,DB Schenker,Sea Freight,DELIVERED,2026-08-25T17:27:20.247341,2026-09-01T17:27:20.247341,2026-09-01T17:27:20.247341,"{""shipment_id"": ""SHP-000097"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000098,ORD-000098,WH-US-002,Japan,Japan,Cosco Shipping,Road Truckload,DELIVERED,2026-07-29T09:27:20.247341,2026-08-06T09:27:20.247341,2026-08-07T09:27:20.247341,"{""shipment_id"": ""SHP-000098"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000099,ORD-000099,WH-ME-001,USA,USA,Maersk Ocean,Rail Express,DELIVERED,2026-08-20T08:27:20.247341,2026-08-26T08:27:20.247341,2026-08-27T08:27:20.247341,"{""shipment_id"": ""SHP-000099"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000100,ORD-000100,WH-US-001,Japan,Japan,DHL Supply Chain,Air Freight,IN_TRANSIT,2026-08-11T04:27:20.247341,2026-08-17T04:27:20.247341,,"{""shipment_id"": ""SHP-000100"", ""carrier"": ""DHL Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000101,ORD-000101,WH-AP-003,USA,USA,Cosco Shipping,Rail Express,IN_TRANSIT,2026-08-05T11:27:20.247341,2026-08-08T11:27:20.247341,,"{""shipment_id"": ""SHP-000101"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000102,ORD-000102,WH-US-001,USA,USA,DHL Supply Chain,Rail Express,DELIVERED,2026-08-29T19:27:20.247341,2026-09-05T19:27:20.247341,2026-09-05T19:27:20.247341,"{""shipment_id"": ""SHP-000102"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000103,ORD-000103,WH-AP-002,Taiwan,Taiwan,DHL Supply Chain,Road Truckload,DELIVERED,2026-08-06T10:27:20.247341,2026-08-16T10:27:20.247341,2026-08-16T10:27:20.247341,"{""shipment_id"": ""SHP-000103"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000104,ORD-000104,WH-AP-001,Japan,Japan,Cosco Shipping,Air Freight,DELIVERED,2026-08-06T03:27:20.247341,2026-08-13T03:27:20.247341,2026-08-13T15:27:20.247341,"{""shipment_id"": ""SHP-000104"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000105,ORD-000105,WH-ME-001,USA,USA,FedEx Express Air,Road Truckload,IN_TRANSIT,2026-07-25T04:27:20.247341,2026-07-28T04:27:20.247341,,"{""shipment_id"": ""SHP-000105"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000106,ORD-000106,WH-EU-001,Japan,Japan,Kuehne + Nagel,Sea Freight,DELAYED,2026-08-22T05:27:20.247341,2026-08-30T05:27:20.247341,,"{""shipment_id"": ""SHP-000106"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELAYED""}"
SHP-000107,ORD-000107,WH-SA-001,USA,USA,DB Schenker,Road Truckload,DELIVERED,2026-07-26T01:27:20.247341,2026-08-03T01:27:20.247341,2026-08-03T01:27:20.247341,"{""shipment_id"": ""SHP-000107"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000108,ORD-000108,WH-AP-002,USA,USA,UPS Supply Chain,Air Freight,DELIVERED,2026-07-26T11:27:20.247341,2026-07-29T11:27:20.247341,2026-07-29T11:27:20.247341,"{""shipment_id"": ""SHP-000108"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000109,ORD-000109,WH-AP-001,USA,USA,UPS Supply Chain,Rail Express,DELIVERED,2026-08-25T02:27:20.247341,2026-08-28T02:27:20.247341,2026-08-29T02:27:20.247341,"{""shipment_id"": ""SHP-000109"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000110,ORD-000110,WH-AP-003,UK,UK,UPS Supply Chain,Sea Freight,IN_TRANSIT,2026-07-31T16:27:20.247341,2026-08-03T16:27:20.247341,,"{""shipment_id"": ""SHP-000110"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000111,ORD-000111,WH-AP-002,USA,USA,FedEx Express Air,Rail Express,DELIVERED,2026-07-31T03:27:20.247341,2026-08-08T03:27:20.247341,2026-08-08T15:27:20.247341,"{""shipment_id"": ""SHP-000111"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000112,ORD-000112,WH-EU-001,USA,USA,UPS Supply Chain,Rail Express,DELIVERED,2026-08-26T07:27:20.247341,2026-09-01T07:27:20.247341,2026-09-01T07:27:20.247341,"{""shipment_id"": ""SHP-000112"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000113,ORD-000113,WH-ME-001,USA,USA,Maersk Ocean,Rail Express,DELIVERED,2026-08-26T12:27:20.247341,2026-09-02T12:27:20.247341,2026-09-02T12:27:20.247341,"{""shipment_id"": ""SHP-000113"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000114,ORD-000114,WH-ME-001,Japan,Japan,Cosco Shipping,Air Freight,IN_TRANSIT,2026-07-27T23:27:20.247341,2026-08-02T23:27:20.247341,,"{""shipment_id"": ""SHP-000114"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000115,ORD-000115,WH-US-001,Japan,Japan,Maersk Ocean,Rail Express,DELIVERED,2026-07-22T12:27:20.247341,2026-07-25T12:27:20.247341,2026-07-25T12:27:20.247341,"{""shipment_id"": ""SHP-000115"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000116,ORD-000116,WH-US-002,Switzerland,Switzerland,DHL Supply Chain,Air Freight,DELIVERED,2026-08-10T22:27:20.247341,2026-08-17T22:27:20.247341,2026-08-17T22:27:20.247341,"{""shipment_id"": ""SHP-000116"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000117,ORD-000117,WH-SA-001,USA,USA,Kuehne + Nagel,Rail Express,IN_TRANSIT,2026-08-20T14:27:20.247341,2026-08-28T14:27:20.247341,,"{""shipment_id"": ""SHP-000117"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""IN_TRANSIT""}"
SHP-000118,ORD-000118,WH-AU-001,Japan,Japan,FedEx Express Air,Air Freight,IN_TRANSIT,2026-09-01T05:27:20.247341,2026-09-08T05:27:20.247341,,"{""shipment_id"": ""SHP-000118"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000119,ORD-000119,WH-EU-001,UK,UK,UPS Supply Chain,Air Freight,IN_TRANSIT,2026-08-28T21:27:20.247341,2026-09-03T21:27:20.247341,,"{""shipment_id"": ""SHP-000119"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000120,ORD-000120,WH-SA-001,Germany,Germany,UPS Supply Chain,Road Truckload,IN_TRANSIT,2026-08-07T12:27:20.247341,2026-08-10T12:27:20.247341,,"{""shipment_id"": ""SHP-000120"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000121,ORD-000121,WH-US-002,USA,USA,DHL Supply Chain,Sea Freight,CUSTOMS_HOLD,2026-07-21T05:27:20.247341,2026-07-28T05:27:20.247341,,"{""shipment_id"": ""SHP-000121"", ""carrier"": ""DHL Supply Chain"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000122,ORD-000122,WH-US-002,UK,UK,Kuehne + Nagel,Sea Freight,DELAYED,2026-08-11T06:27:20.247341,2026-08-18T06:27:20.247341,,"{""shipment_id"": ""SHP-000122"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELAYED""}"
SHP-000123,ORD-000123,WH-US-002,Germany,Germany,FedEx Express Air,Air Freight,IN_TRANSIT,2026-08-18T00:27:20.247341,2026-08-26T00:27:20.247341,,"{""shipment_id"": ""SHP-000123"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000124,ORD-000124,WH-US-002,Germany,Germany,DB Schenker,Road Truckload,DELIVERED,2026-09-02T02:27:20.247341,2026-09-06T02:27:20.247341,2026-09-08T02:27:20.247341,"{""shipment_id"": ""SHP-000124"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000125,ORD-000125,WH-AP-001,Taiwan,Taiwan,DB Schenker,Sea Freight,DELIVERED,2026-07-19T16:27:20.247341,2026-07-25T16:27:20.247341,2026-07-26T16:27:20.247341,"{""shipment_id"": ""SHP-000125"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000126,ORD-000126,WH-US-001,Japan,Japan,DB Schenker,Road Truckload,DELAYED,2026-07-22T05:27:20.247341,2026-07-29T05:27:20.247341,,"{""shipment_id"": ""SHP-000126"", ""carrier"": ""DB Schenker"", ""status"": ""DELAYED""}"
SHP-000127,ORD-000127,WH-AP-002,Australia,Australia,Maersk Ocean,Road Truckload,IN_TRANSIT,2026-08-21T08:27:20.247341,2026-08-25T08:27:20.247341,,"{""shipment_id"": ""SHP-000127"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000128,ORD-000128,WH-AP-002,Japan,Japan,UPS Supply Chain,Rail Express,DELIVERED,2026-08-04T00:27:20.247341,2026-08-07T00:27:20.247341,2026-08-07T00:27:20.247341,"{""shipment_id"": ""SHP-000128"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000129,ORD-000129,WH-AU-001,Australia,Australia,FedEx Express Air,Air Freight,IN_TRANSIT,2026-08-10T05:27:20.247341,2026-08-18T05:27:20.247341,,"{""shipment_id"": ""SHP-000129"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000130,ORD-000130,WH-EU-001,Australia,Australia,Maersk Ocean,Air Freight,DELAYED,2026-08-21T20:27:20.247341,2026-08-26T20:27:20.247341,,"{""shipment_id"": ""SHP-000130"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELAYED""}"
SHP-000131,ORD-000131,WH-AU-001,Switzerland,Switzerland,Maersk Ocean,Road Truckload,DELIVERED,2026-08-14T14:27:20.247341,2026-08-23T14:27:20.247341,2026-08-23T14:27:20.247341,"{""shipment_id"": ""SHP-000131"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000132,ORD-000132,WH-SA-001,USA,USA,Cosco Shipping,Air Freight,IN_TRANSIT,2026-08-21T13:27:20.247341,2026-08-25T13:27:20.247341,,"{""shipment_id"": ""SHP-000132"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000133,ORD-000133,WH-AU-001,Switzerland,Switzerland,UPS Supply Chain,Sea Freight,IN_TRANSIT,2026-07-29T11:27:20.247341,2026-08-04T11:27:20.247341,,"{""shipment_id"": ""SHP-000133"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000134,ORD-000134,WH-AP-003,Australia,Australia,FedEx Express Air,Rail Express,IN_TRANSIT,2026-08-18T02:27:20.247341,2026-08-27T02:27:20.247341,,"{""shipment_id"": ""SHP-000134"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000135,ORD-000135,WH-AP-001,Germany,Germany,DB Schenker,Road Truckload,IN_TRANSIT,2026-08-09T15:27:20.247341,2026-08-14T15:27:20.247341,,"{""shipment_id"": ""SHP-000135"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000136,ORD-000136,WH-AU-001,Japan,Japan,Cosco Shipping,Sea Freight,IN_TRANSIT,2026-08-15T15:27:20.247341,2026-08-18T15:27:20.247341,,"{""shipment_id"": ""SHP-000136"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000137,ORD-000137,WH-SA-001,Taiwan,Taiwan,Cosco Shipping,Rail Express,CUSTOMS_HOLD,2026-08-07T14:27:20.247341,2026-08-15T14:27:20.247341,,"{""shipment_id"": ""SHP-000137"", ""carrier"": ""Cosco Shipping"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000138,ORD-000138,WH-AP-001,Japan,Japan,FedEx Express Air,Sea Freight,DELIVERED,2026-08-23T17:27:20.247341,2026-08-31T17:27:20.247341,2026-08-31T17:27:20.247341,"{""shipment_id"": ""SHP-000138"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000139,ORD-000139,WH-US-001,USA,USA,Kuehne + Nagel,Rail Express,DELIVERED,2026-08-17T20:27:20.247341,2026-08-22T20:27:20.247341,2026-08-22T20:27:20.247341,"{""shipment_id"": ""SHP-000139"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000140,ORD-000140,WH-ME-001,Japan,Japan,DB Schenker,Sea Freight,DELIVERED,2026-08-18T23:27:20.247341,2026-08-26T23:27:20.247341,2026-08-26T23:27:20.247341,"{""shipment_id"": ""SHP-000140"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000141,ORD-000141,WH-US-001,USA,USA,Kuehne + Nagel,Road Truckload,DELIVERED,2026-08-08T06:27:20.247341,2026-08-13T06:27:20.247341,2026-08-13T06:27:20.247341,"{""shipment_id"": ""SHP-000141"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000142,ORD-000142,WH-AU-001,UK,UK,UPS Supply Chain,Sea Freight,DELIVERED,2026-07-26T10:27:20.247341,2026-08-04T10:27:20.247341,2026-08-05T10:27:20.247341,"{""shipment_id"": ""SHP-000142"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000143,ORD-000143,WH-AP-001,Taiwan,Taiwan,Kuehne + Nagel,Air Freight,IN_TRANSIT,2026-08-05T15:27:20.247341,2026-08-14T15:27:20.247341,,"{""shipment_id"": ""SHP-000143"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""IN_TRANSIT""}"
SHP-000144,ORD-000144,WH-AP-001,USA,USA,FedEx Express Air,Rail Express,CUSTOMS_HOLD,2026-08-22T12:27:20.247341,2026-08-25T12:27:20.247341,,"{""shipment_id"": ""SHP-000144"", ""carrier"": ""FedEx Express Air"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000145,ORD-000145,WH-US-001,USA,USA,Kuehne + Nagel,Road Truckload,CUSTOMS_HOLD,2026-08-11T02:27:20.247341,2026-08-15T02:27:20.247341,,"{""shipment_id"": ""SHP-000145"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000146,ORD-000146,WH-EU-001,Switzerland,Switzerland,UPS Supply Chain,Road Truckload,DELIVERED,2026-07-24T15:27:20.247341,2026-07-29T15:27:20.247341,2026-07-31T15:27:20.247341,"{""shipment_id"": ""SHP-000146"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000147,ORD-000147,WH-EU-001,USA,USA,Kuehne + Nagel,Sea Freight,DELIVERED,2026-08-30T06:27:20.247341,2026-09-06T06:27:20.247341,2026-09-06T06:27:20.247341,"{""shipment_id"": ""SHP-000147"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000148,ORD-000148,WH-SA-001,Japan,Japan,DHL Supply Chain,Rail Express,DELIVERED,2026-08-11T08:27:20.247341,2026-08-17T08:27:20.247341,2026-08-17T08:27:20.247341,"{""shipment_id"": ""SHP-000148"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000149,ORD-000149,WH-US-001,USA,USA,DHL Supply Chain,Sea Freight,DELIVERED,2026-08-09T02:27:20.247341,2026-08-12T02:27:20.247341,2026-08-12T02:27:20.247341,"{""shipment_id"": ""SHP-000149"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000150,ORD-000150,WH-AP-002,Japan,Japan,DB Schenker,Sea Freight,DELIVERED,2026-08-15T18:27:20.247341,2026-08-23T18:27:20.247341,2026-08-24T18:27:20.247341,"{""shipment_id"": ""SHP-000150"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000151,ORD-000151,WH-US-002,Japan,Japan,Kuehne + Nagel,Road Truckload,DELAYED,2026-08-30T22:27:20.247341,2026-09-04T22:27:20.247341,,"{""shipment_id"": ""SHP-000151"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELAYED""}"
SHP-000152,ORD-000152,WH-AP-001,Japan,Japan,Cosco Shipping,Road Truckload,IN_TRANSIT,2026-08-05T16:27:20.247341,2026-08-08T16:27:20.247341,,"{""shipment_id"": ""SHP-000152"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000153,ORD-000153,WH-AU-001,Taiwan,Taiwan,FedEx Express Air,Road Truckload,DELAYED,2026-08-12T10:27:20.247341,2026-08-19T10:27:20.247341,,"{""shipment_id"": ""SHP-000153"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELAYED""}"
SHP-000154,ORD-000154,WH-EU-002,USA,USA,DB Schenker,Rail Express,DELAYED,2026-08-30T13:27:20.247341,2026-09-04T13:27:20.247341,,"{""shipment_id"": ""SHP-000154"", ""carrier"": ""DB Schenker"", ""status"": ""DELAYED""}"
SHP-000155,ORD-000155,WH-ME-001,Taiwan,Taiwan,Kuehne + Nagel,Rail Express,DELIVERED,2026-08-11T12:27:20.247341,2026-08-16T12:27:20.247341,2026-08-16T12:27:20.247341,"{""shipment_id"": ""SHP-000155"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000156,ORD-000156,WH-AP-003,Japan,Japan,DHL Supply Chain,Sea Freight,DELAYED,2026-09-02T21:27:20.247341,2026-09-09T21:27:20.247341,,"{""shipment_id"": ""SHP-000156"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELAYED""}"
SHP-000157,ORD-000157,WH-US-001,UK,UK,FedEx Express Air,Air Freight,DELAYED,2026-07-23T02:27:20.247341,2026-08-02T02:27:20.247341,,"{""shipment_id"": ""SHP-000157"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELAYED""}"
SHP-000158,ORD-000158,WH-EU-002,Japan,Japan,DB Schenker,Air Freight,DELIVERED,2026-08-07T17:27:20.247341,2026-08-16T17:27:20.247341,2026-08-17T17:27:20.247341,"{""shipment_id"": ""SHP-000158"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000159,ORD-000159,WH-US-002,Germany,Germany,FedEx Express Air,Air Freight,IN_TRANSIT,2026-08-01T16:27:20.247341,2026-08-11T16:27:20.247341,,"{""shipment_id"": ""SHP-000159"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000160,ORD-000160,WH-AP-003,USA,USA,DB Schenker,Air Freight,DELIVERED,2026-08-01T12:27:20.247341,2026-08-11T12:27:20.247341,2026-08-12T00:27:20.247341,"{""shipment_id"": ""SHP-000160"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000161,ORD-000161,WH-EU-002,Australia,Australia,Kuehne + Nagel,Air Freight,DELIVERED,2026-08-07T09:27:20.247341,2026-08-16T09:27:20.247341,2026-08-16T09:27:20.247341,"{""shipment_id"": ""SHP-000161"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000162,ORD-000162,WH-US-002,Australia,Australia,UPS Supply Chain,Air Freight,DELIVERED,2026-08-31T14:27:20.247341,2026-09-04T14:27:20.247341,2026-09-04T14:27:20.247341,"{""shipment_id"": ""SHP-000162"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000163,ORD-000163,WH-US-002,Japan,Japan,DB Schenker,Air Freight,DELIVERED,2026-08-14T04:27:20.247341,2026-08-23T04:27:20.247341,2026-08-23T04:27:20.247341,"{""shipment_id"": ""SHP-000163"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000164,ORD-000164,WH-ME-001,USA,USA,FedEx Express Air,Air Freight,DELAYED,2026-08-11T14:27:20.247341,2026-08-15T14:27:20.247341,,"{""shipment_id"": ""SHP-000164"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELAYED""}"
SHP-000165,ORD-000165,WH-SA-001,USA,USA,Kuehne + Nagel,Rail Express,DELIVERED,2026-09-01T13:27:20.247341,2026-09-05T13:27:20.247341,2026-09-05T13:27:20.247341,"{""shipment_id"": ""SHP-000165"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000166,ORD-000166,WH-AP-002,Switzerland,Switzerland,FedEx Express Air,Sea Freight,CUSTOMS_HOLD,2026-08-02T08:27:20.247341,2026-08-09T08:27:20.247341,,"{""shipment_id"": ""SHP-000166"", ""carrier"": ""FedEx Express Air"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000167,ORD-000167,WH-AP-001,Germany,Germany,UPS Supply Chain,Rail Express,DELIVERED,2026-08-05T03:27:20.247341,2026-08-09T03:27:20.247341,2026-08-09T03:27:20.247341,"{""shipment_id"": ""SHP-000167"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000168,ORD-000168,WH-SA-001,Japan,Japan,Cosco Shipping,Sea Freight,DELIVERED,2026-08-04T22:27:20.247341,2026-08-07T22:27:20.247341,2026-08-08T22:27:20.247341,"{""shipment_id"": ""SHP-000168"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000169,ORD-000169,WH-AU-001,USA,USA,DHL Supply Chain,Sea Freight,IN_TRANSIT,2026-08-06T02:27:20.247341,2026-08-09T02:27:20.247341,,"{""shipment_id"": ""SHP-000169"", ""carrier"": ""DHL Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000170,ORD-000170,WH-ME-001,UK,UK,Cosco Shipping,Sea Freight,IN_TRANSIT,2026-08-14T21:27:20.247341,2026-08-23T21:27:20.247341,,"{""shipment_id"": ""SHP-000170"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000171,ORD-000171,WH-AP-001,USA,USA,DB Schenker,Air Freight,DELIVERED,2026-07-31T02:27:20.247341,2026-08-03T02:27:20.247341,2026-08-03T02:27:20.247341,"{""shipment_id"": ""SHP-000171"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000172,ORD-000172,WH-ME-001,UK,UK,DB Schenker,Sea Freight,DELIVERED,2026-08-01T11:27:20.247341,2026-08-04T11:27:20.247341,2026-08-04T11:27:20.247341,"{""shipment_id"": ""SHP-000172"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000173,ORD-000173,WH-EU-001,USA,USA,Maersk Ocean,Air Freight,IN_TRANSIT,2026-08-04T00:27:20.247341,2026-08-14T00:27:20.247341,,"{""shipment_id"": ""SHP-000173"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000174,ORD-000174,WH-AP-002,USA,USA,Maersk Ocean,Air Freight,DELIVERED,2026-09-03T01:27:20.247341,2026-09-11T01:27:20.247341,2026-09-11T01:27:20.247341,"{""shipment_id"": ""SHP-000174"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000175,ORD-000175,WH-AP-001,Australia,Australia,Maersk Ocean,Sea Freight,DELIVERED,2026-08-30T00:27:20.247341,2026-09-07T00:27:20.247341,2026-09-09T00:27:20.247341,"{""shipment_id"": ""SHP-000175"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000176,ORD-000176,WH-EU-002,Taiwan,Taiwan,DHL Supply Chain,Road Truckload,IN_TRANSIT,2026-08-02T18:27:20.247341,2026-08-07T18:27:20.247341,,"{""shipment_id"": ""SHP-000176"", ""carrier"": ""DHL Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000177,ORD-000177,WH-US-001,Australia,Australia,Kuehne + Nagel,Road Truckload,IN_TRANSIT,2026-08-09T18:27:20.247341,2026-08-18T18:27:20.247341,,"{""shipment_id"": ""SHP-000177"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""IN_TRANSIT""}"
SHP-000178,ORD-000178,WH-EU-002,Japan,Japan,Maersk Ocean,Rail Express,DELIVERED,2026-07-27T09:27:20.247341,2026-08-04T09:27:20.247341,2026-08-05T09:27:20.247341,"{""shipment_id"": ""SHP-000178"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000179,ORD-000179,WH-US-002,Switzerland,Switzerland,Kuehne + Nagel,Road Truckload,DELIVERED,2026-08-20T20:27:20.247341,2026-08-23T20:27:20.247341,2026-08-23T20:27:20.247341,"{""shipment_id"": ""SHP-000179"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000180,ORD-000180,WH-SA-001,USA,USA,Kuehne + Nagel,Rail Express,DELIVERED,2026-09-02T05:27:20.247341,2026-09-07T05:27:20.247341,2026-09-07T05:27:20.247341,"{""shipment_id"": ""SHP-000180"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000181,ORD-000181,WH-AP-002,UK,UK,DB Schenker,Air Freight,DELAYED,2026-09-02T05:27:20.247341,2026-09-08T05:27:20.247341,,"{""shipment_id"": ""SHP-000181"", ""carrier"": ""DB Schenker"", ""status"": ""DELAYED""}"
